DATE,Hour,Temperature,Aniket_Thopte
26-Jun-06,6,73.6,962005
26-Jun-06,7,73.24,1060203
26-Jun-06,8,74.16,1095474
26-Jun-06,9,76.04,1166864
26-Jun-06,10,78.72,1296330
26-Jun-06,11,80.72,1424852
26-Jun-06,12,82.72,1561586
26-Jun-06,13,83.44,1671651
26-Jun-06,14,84.52,1801258
26-Jun-06,15,84.68,1891721
26-Jun-06,16,84.24,1927445
26-Jun-06,17,83,1923977
26-Jun-06,18,82.08,1906972
26-Jun-06,19,81.2,1903487
26-Jun-06,20,80.16,1853107
26-Jun-06,21,78.52,1807108
26-Jun-06,22,77.36,1689605
26-Jun-06,23,76.64,1509981
26-Jun-06,24,76.32,1331244
27-Jun-06,1,75.52,1131397
27-Jun-06,2,75.32,1039881
27-Jun-06,3,75,996264
27-Jun-06,4,74.6,974174
27-Jun-06,5,74.68,953944
27-Jun-06,6,74.4,1013655
27-Jun-06,7,74.44,1105048
27-Jun-06,8,76,1200582
27-Jun-06,9,79.8,1317133
27-Jun-06,10,82.72,1470481
27-Jun-06,11,85.08,1650730
27-Jun-06,12,86.2,1846719
27-Jun-06,13,87.32,1959912
27-Jun-06,14,86.48,1981331
27-Jun-06,15,85.84,1992592
27-Jun-06,16,85.28,1987784
27-Jun-06,17,85.48,2123135
27-Jun-06,18,84.4,2063221
27-Jun-06,19,82.96,2034114
27-Jun-06,20,81.28,1945728
27-Jun-06,21,79.2,1848197
27-Jun-06,22,77.76,1696341
27-Jun-06,23,76.44,1487198
27-Jun-06,24,75.6,1262686
28-Jun-06,1,74.88,1114907
28-Jun-06,2,74.52,1020198
28-Jun-06,3,74.04,953856
28-Jun-06,4,73.48,911363
28-Jun-06,5,73.28,896443
28-Jun-06,6,72.68,922318
28-Jun-06,7,72.64,1026140
28-Jun-06,8,74.88,1129339
28-Jun-06,9,79.16,1269400
28-Jun-06,10,82.76,1461037
28-Jun-06,11,85.08,1650730
28-Jun-06,12,86.28,1853875
28-Jun-06,13,87.2,1950766
28-Jun-06,14,86.12,1943061
28-Jun-06,15,86.32,2018471
28-Jun-06,16,85.12,1963755
28-Jun-06,17,84.76,2042706
28-Jun-06,18,83.84,2026706
28-Jun-06,19,82.32,1988689
28-Jun-06,20,80.64,1902995
28-Jun-06,21,78.32,1774663
28-Jun-06,22,76.92,1668846
28-Jun-06,23,75.92,1463800
28-Jun-06,24,75.32,1251999
29-Jun-06,1,74.52,1093714
29-Jun-06,2,73.84,999858
29-Jun-06,3,73.28,925771
29-Jun-06,4,73,893378
29-Jun-06,5,72.4,875115
29-Jun-06,6,71.92,920211
29-Jun-06,7,71.84,1031264
29-Jun-06,8,74.28,1113802
29-Jun-06,9,78.8,1265429
29-Jun-06,10,82.32,1461002
29-Jun-06,11,85,1650571
29-Jun-06,12,87.2,1907402
29-Jun-06,13,88.6,2082450
29-Jun-06,14,89.24,2229703
29-Jun-06,15,88.2,2133857
29-Jun-06,16,87.4,2156380
29-Jun-06,17,86.52,2141932
29-Jun-06,18,86.28,2186112
29-Jun-06,19,85.32,2184948
29-Jun-06,20,82.8,2058789
29-Jun-06,21,80.16,1908608
29-Jun-06,22,78.04,1728962
29-Jun-06,23,76.96,1536163
29-Jun-06,24,75.92,1314567
30-Jun-06,1,75.12,1105762
30-Jun-06,2,74.68,1011492
30-Jun-06,3,73.72,942519
30-Jun-06,4,73.12,898426
30-Jun-06,5,72.36,870361
30-Jun-06,6,71.92,920211
30-Jun-06,7,72,1029459
30-Jun-06,8,74.68,1132919
30-Jun-06,9,79.12,1269400
30-Jun-06,10,83.16,1513055
30-Jun-06,11,86.6,1855720
30-Jun-06,12,88.8,2089077
30-Jun-06,13,89.88,2217071
30-Jun-06,14,90.92,2348340
30-Jun-06,15,91.32,2415314
30-Jun-06,16,90.48,2361722
30-Jun-06,17,89.32,2250631
30-Jun-06,18,88.8,2317094
30-Jun-06,19,87.52,2282956
30-Jun-06,20,85.16,2212113
30-Jun-06,21,82.32,2088959
30-Jun-06,22,79.92,1852149
30-Jun-06,23,78.68,1579342
30-Jun-06,24,78.08,1413277
1-Jul-06,1,76.4,1181752
1-Jul-06,2,75.64,1056281
1-Jul-06,3,74.96,990344
1-Jul-06,4,74.16,921918
1-Jul-06,5,73.36,891763
1-Jul-06,6,72.84,925776
1-Jul-06,7,72.32,1017125
1-Jul-06,8,75.36,1144997
1-Jul-06,9,79.84,1316076
1-Jul-06,10,83.36,1528323
1-Jul-06,11,86.04,1802273
1-Jul-06,12,87.92,2011412
1-Jul-06,13,89.44,2183105
1-Jul-06,14,90.12,2305792
1-Jul-06,15,90.96,2411160
1-Jul-06,16,91.04,2413326
1-Jul-06,17,90.28,2404234
1-Jul-06,18,89.8,2415931
1-Jul-06,19,88.64,2384592
1-Jul-06,20,85.64,2231644
1-Jul-06,21,82.72,2107868
1-Jul-06,22,81.32,1985381
1-Jul-06,23,79.92,1728871
1-Jul-06,24,78.64,1448260
2-Jul-06,1,77.92,1274126
2-Jul-06,2,76.96,1130028
2-Jul-06,3,76.24,1053420
2-Jul-06,4,76.08,1002359
2-Jul-06,5,75.92,1002404
2-Jul-06,6,75.2,1038049
2-Jul-06,7,75.24,1168308
2-Jul-06,8,77,1230284
2-Jul-06,9,79.72,1309518
2-Jul-06,10,81.92,1454674
2-Jul-06,11,83.64,1593733
2-Jul-06,12,85.88,1809732
2-Jul-06,13,86.16,1892215
2-Jul-06,14,87.12,2038274
2-Jul-06,15,88.32,2148660
2-Jul-06,16,84.24,1927445
2-Jul-06,17,84.64,2020123
2-Jul-06,18,84.08,2040056
2-Jul-06,19,84.28,2134025
2-Jul-06,20,82.56,2048913
2-Jul-06,21,80.32,1924425
2-Jul-06,22,79.08,1789092
2-Jul-06,23,78.04,1555551
2-Jul-06,24,76.84,1353667
3-Jul-06,1,76.04,1147886
3-Jul-06,2,75.2,1030270
3-Jul-06,3,74.96,990344
3-Jul-06,4,74.52,966539
3-Jul-06,5,73.96,907507
3-Jul-06,6,73.84,970051
3-Jul-06,7,73.76,1069478
3-Jul-06,8,76.24,1184532
3-Jul-06,9,80.48,1363437
3-Jul-06,10,83.08,1502815
3-Jul-06,11,85.4,1708611
3-Jul-06,12,87.52,1954494
3-Jul-06,13,88.2,2044368
3-Jul-06,14,89.4,2243643
3-Jul-06,15,89.52,2265586
3-Jul-06,16,90,2261206
3-Jul-06,17,88.6,2201946
3-Jul-06,18,87.96,2259414
3-Jul-06,19,87.4,2260222
3-Jul-06,20,85,2221762
3-Jul-06,21,82.16,2083291
3-Jul-06,22,80,1850506
3-Jul-06,23,78.56,1570989
3-Jul-06,24,77.8,1386871
4-Jul-06,1,76.68,1215174
4-Jul-06,2,75.36,1039487
4-Jul-06,3,74.52,969809
4-Jul-06,4,73.84,907901
4-Jul-06,5,73.4,897419
4-Jul-06,6,73.16,935619
4-Jul-06,7,72.8,1036762
4-Jul-06,8,75.76,1195679
4-Jul-06,9,80.04,1334003
4-Jul-06,10,82.84,1465478
4-Jul-06,11,85,1650571
4-Jul-06,12,86.44,1856995
4-Jul-06,13,88.68,2099573
4-Jul-06,14,89.08,2188336
4-Jul-06,15,90.04,2319061
4-Jul-06,16,90.04,2275847
4-Jul-06,17,89.56,2277720
4-Jul-06,18,89.04,2370964
4-Jul-06,19,87.48,2289838
4-Jul-06,20,85.12,2220942
4-Jul-06,21,82.68,2108659
4-Jul-06,22,80.48,1907877
4-Jul-06,23,79.04,1656163
4-Jul-06,24,78.16,1422198
5-Jul-06,1,77.12,1249635
5-Jul-06,2,75.64,1056281
5-Jul-06,3,74.72,974746
5-Jul-06,4,74.12,919599
5-Jul-06,5,73.56,894414
5-Jul-06,6,72.96,922077
5-Jul-06,7,72.08,1030578
5-Jul-06,8,75.48,1148051
5-Jul-06,9,79.76,1317992
5-Jul-06,10,82.36,1459430
5-Jul-06,11,84,1623096
5-Jul-06,12,85.68,1799377
5-Jul-06,13,87.48,1987982
5-Jul-06,14,88.56,2131529
5-Jul-06,15,89.04,2212856
5-Jul-06,16,88.12,2209322
5-Jul-06,17,89,2215432
5-Jul-06,18,87.44,2235184
5-Jul-06,19,86.64,2268081
5-Jul-06,20,84.64,2204843
5-Jul-06,21,82.4,2089860
5-Jul-06,22,80.92,1951862
5-Jul-06,23,80.36,1763472
5-Jul-06,24,79.56,1540679
6-Jul-06,1,78.52,1308012
6-Jul-06,2,78.04,1195152
6-Jul-06,3,77.56,1139506
6-Jul-06,4,76.88,1065561
6-Jul-06,5,76.04,1013568
6-Jul-06,6,75.56,1055454
6-Jul-06,7,75.12,1169799
6-Jul-06,8,77.96,1288254
6-Jul-06,9,81.88,1459249
6-Jul-06,10,84.52,1646367
6-Jul-06,11,87.2,1880919
6-Jul-06,12,89.16,2116082
6-Jul-06,13,90,2259643
6-Jul-06,14,89.56,2246422
6-Jul-06,15,89.28,2245432
6-Jul-06,16,87.44,2152047
6-Jul-06,17,87.8,2219586
6-Jul-06,18,85.2,2131750
6-Jul-06,19,82.72,2041051
6-Jul-06,20,80.72,1904140
6-Jul-06,21,78.84,1815740
6-Jul-06,22,77.68,1687285
6-Jul-06,23,76.84,1544803
6-Jul-06,24,76.04,1315523
7-Jul-06,1,76,1147710
7-Jul-06,2,75.88,1086948
7-Jul-06,3,75.16,993109
7-Jul-06,4,75.32,991593
7-Jul-06,5,74.84,959515
7-Jul-06,6,75.2,1038049
7-Jul-06,7,74.6,1112962
7-Jul-06,8,75.08,1128991
7-Jul-06,9,76.8,1183769
7-Jul-06,10,78.52,1284139
7-Jul-06,11,79.36,1326790
7-Jul-06,12,81.32,1474955
7-Jul-06,13,80.4,1418308
7-Jul-06,14,80.48,1441455
7-Jul-06,15,80.24,1445043
7-Jul-06,16,80.56,1529436
7-Jul-06,17,79.16,1527768
7-Jul-06,18,78.64,1594341
7-Jul-06,19,77.68,1638197
7-Jul-06,20,76.44,1638604
7-Jul-06,21,75.4,1604966
7-Jul-06,22,75.04,1546670
7-Jul-06,23,74.68,1388019
7-Jul-06,24,74.2,1223091
8-Jul-06,1,73.64,1080566
8-Jul-06,2,73.48,989375
8-Jul-06,3,73.28,925771
8-Jul-06,4,72.76,886702
8-Jul-06,5,72.56,879452
8-Jul-06,6,72.24,926677
8-Jul-06,7,72.04,1026599
8-Jul-06,8,73.28,1059791
8-Jul-06,9,75.64,1160673
8-Jul-06,10,78.44,1283886
8-Jul-06,11,80.92,1443594
8-Jul-06,12,82.72,1561586
8-Jul-06,13,84.08,1689615
8-Jul-06,14,85.4,1916176
8-Jul-06,15,85.36,1945656
8-Jul-06,16,85.4,2013653
8-Jul-06,17,85.64,2127223
8-Jul-06,18,84.56,2064565
8-Jul-06,19,83.24,2065660
8-Jul-06,20,81.24,1935670
8-Jul-06,21,78.48,1792465
8-Jul-06,22,76.72,1647563
8-Jul-06,23,75.08,1398258
8-Jul-06,24,74.6,1228656
9-Jul-06,1,73.04,1033117
9-Jul-06,2,71.64,916044
9-Jul-06,3,70.6,832890
9-Jul-06,4,69.8,784598
9-Jul-06,5,69,780314
9-Jul-06,6,68.32,832062
9-Jul-06,7,67.8,963312
9-Jul-06,8,70.68,1067278
9-Jul-06,9,74.84,1138501
9-Jul-06,10,79,1315891
9-Jul-06,11,81.48,1477467
9-Jul-06,12,83.28,1607538
9-Jul-06,13,84.8,1776392
9-Jul-06,14,85.64,1890577
9-Jul-06,15,86.24,2019068
9-Jul-06,16,86.44,2081753
9-Jul-06,17,86.12,2137035
9-Jul-06,18,85.76,2162848
9-Jul-06,19,84.6,2163522
9-Jul-06,20,82.52,2045952
9-Jul-06,21,79.28,1868933
9-Jul-06,22,78.32,1747327
9-Jul-06,23,77.04,1522635
9-Jul-06,24,75.8,1280525
10-Jul-06,1,74.76,1109066
10-Jul-06,2,73.92,1001882
10-Jul-06,3,72.96,909013
10-Jul-06,4,72.16,866011
10-Jul-06,5,71.84,855099
10-Jul-06,6,71.28,901763
10-Jul-06,7,71.12,1005227
10-Jul-06,8,73.8,1061379
10-Jul-06,9,78.16,1227962
10-Jul-06,10,81.76,1428797
10-Jul-06,11,83.84,1602106
10-Jul-06,12,86.12,1829100
10-Jul-06,13,87.12,1951281
10-Jul-06,14,87.36,2041068
10-Jul-06,15,88.4,2146033
10-Jul-06,16,88.52,2210145
10-Jul-06,17,88.16,2204495
10-Jul-06,18,87.04,2221181
10-Jul-06,19,85.6,2169139
10-Jul-06,20,83.12,2095791
10-Jul-06,21,80.96,1953192
10-Jul-06,22,79.36,1787758
10-Jul-06,23,78.44,1566771
10-Jul-06,24,77.4,1383318
11-Jul-06,1,76.36,1174873
11-Jul-06,2,75.92,1097574
11-Jul-06,3,74.84,975961
11-Jul-06,4,74.2,926029
11-Jul-06,5,73.96,907507
11-Jul-06,6,73.6,962005
11-Jul-06,7,73.56,1070784
11-Jul-06,8,76,1200582
11-Jul-06,9,79.84,1316076
11-Jul-06,10,82.64,1458273
11-Jul-06,11,84.76,1654141
11-Jul-06,12,86,1823706
11-Jul-06,13,87.24,1945959
11-Jul-06,14,86.44,1984124
11-Jul-06,15,85.36,1945656
11-Jul-06,16,83.72,1837509
11-Jul-06,17,83.8,1960818
11-Jul-06,18,83.08,2015302
11-Jul-06,19,82.4,2003368
11-Jul-06,20,81.4,1940298
11-Jul-06,21,79.92,1872238
11-Jul-06,22,78.68,1780035
11-Jul-06,23,77.76,1569871
11-Jul-06,24,77.32,1386465
12-Jul-06,1,76.12,1154339
12-Jul-06,2,75.68,1062808
12-Jul-06,3,75.12,992671
12-Jul-06,4,74.84,977159
12-Jul-06,5,75.08,975662
12-Jul-06,6,74.44,1013655
12-Jul-06,7,74.8,1141085
12-Jul-06,8,76.84,1211752
12-Jul-06,9,80.36,1350089
12-Jul-06,10,83.28,1524100
12-Jul-06,11,85.36,1697502
12-Jul-06,12,86.44,1856995
12-Jul-06,13,85.88,1899901
12-Jul-06,14,86.36,1988298
12-Jul-06,15,85.44,1952978
12-Jul-06,16,84.68,1916626
12-Jul-06,17,83.76,1960818
12-Jul-06,18,82.56,1988869
12-Jul-06,19,81.64,1949620
12-Jul-06,20,80.52,1881999
12-Jul-06,21,79.28,1868933
12-Jul-06,22,78.76,1783192
12-Jul-06,23,77.96,1564268
12-Jul-06,24,77.6,1408720
13-Jul-06,1,77.24,1245469
13-Jul-06,2,76.8,1123462
13-Jul-06,3,76.2,1049319
13-Jul-06,4,75.96,999760
13-Jul-06,5,75.52,980958
13-Jul-06,6,75.04,1013189
13-Jul-06,7,74.72,1124344
13-Jul-06,8,76.88,1210539
13-Jul-06,9,80.04,1334003
13-Jul-06,10,82.92,1473829
13-Jul-06,11,85.12,1656667
13-Jul-06,12,86.68,1848167
13-Jul-06,13,87,1943503
13-Jul-06,14,88.24,2065808
13-Jul-06,15,88.44,2142715
13-Jul-06,16,87.8,2191574
13-Jul-06,17,87.44,2204735
13-Jul-06,18,86.52,2225061
13-Jul-06,19,84.6,2163522
13-Jul-06,20,83.28,2098483
13-Jul-06,21,81.28,2007873
13-Jul-06,22,80,1850506
13-Jul-06,23,78.84,1631413
13-Jul-06,24,78.28,1430626
14-Jul-06,1,77.68,1252817
14-Jul-06,2,76.76,1125461
14-Jul-06,3,76.36,1052908
14-Jul-06,4,76.12,1002418
14-Jul-06,5,75.76,991269
14-Jul-06,6,75.08,1020086
14-Jul-06,7,74.72,1124344
14-Jul-06,8,77.32,1255595
14-Jul-06,9,80.84,1393224
14-Jul-06,10,83.36,1528323
14-Jul-06,11,85.88,1779838
14-Jul-06,12,87.36,1942112
14-Jul-06,13,88.2,2044368
14-Jul-06,14,88.76,2153552
14-Jul-06,15,89.48,2265586
14-Jul-06,16,89.6,2198957
14-Jul-06,17,89.24,2229832
14-Jul-06,18,88.36,2293698
14-Jul-06,19,87.24,2287339
14-Jul-06,20,84.92,2217819
14-Jul-06,21,82.76,2116134
14-Jul-06,22,81.32,1985381
14-Jul-06,23,80.12,1751279
14-Jul-06,24,78.92,1488804
15-Jul-06,1,78.4,1304535
15-Jul-06,2,77.56,1167148
15-Jul-06,3,77.04,1099346
15-Jul-06,4,75.96,999760
15-Jul-06,5,75.6,981630
15-Jul-06,6,74.92,1015527
15-Jul-06,7,74,1093088
15-Jul-06,8,76.88,1210539
15-Jul-06,9,80.76,1385502
15-Jul-06,10,83.96,1600083
15-Jul-06,11,86.24,1819641
15-Jul-06,12,88.52,2048661
15-Jul-06,13,90.32,2269798
15-Jul-06,14,91.04,2345953
15-Jul-06,15,91.72,2399061
15-Jul-06,16,92.08,2438705
15-Jul-06,17,91.68,2438916
15-Jul-06,18,91.36,2453909
15-Jul-06,19,89.92,2433599
15-Jul-06,20,87,2308537
15-Jul-06,21,84,2224814
15-Jul-06,22,82.6,2123590
15-Jul-06,23,81.32,1897604
15-Jul-06,24,80.36,1682104
16-Jul-06,1,79.24,1360960
16-Jul-06,2,78,1192081
16-Jul-06,3,77.04,1099346
16-Jul-06,4,76.32,1035601
16-Jul-06,5,75.68,984645
16-Jul-06,6,75.28,1040462
16-Jul-06,7,74.72,1124344
16-Jul-06,8,76.56,1186004
16-Jul-06,9,80.68,1377344
16-Jul-06,10,84.2,1617941
16-Jul-06,11,86.92,1871043
16-Jul-06,12,89.32,2136728
16-Jul-06,13,91.12,2313188
16-Jul-06,14,92,2382971
16-Jul-06,15,92.64,2399767
16-Jul-06,16,92.32,2437293
16-Jul-06,17,92,2455622
16-Jul-06,18,90.12,2422688
16-Jul-06,19,88.36,2374441
16-Jul-06,20,86.36,2272907
16-Jul-06,21,83.28,2161106
16-Jul-06,22,81.36,2000967
16-Jul-06,23,80.36,1763472
16-Jul-06,24,79.52,1530358
17-Jul-06,1,78.68,1317176
17-Jul-06,2,78.16,1213575
17-Jul-06,3,77.6,1145383
17-Jul-06,4,77,1076726
17-Jul-06,5,76.6,1057898
17-Jul-06,6,75.84,1082209
17-Jul-06,7,75.64,1164301
17-Jul-06,8,77.4,1265858
17-Jul-06,9,80.6,1373845
17-Jul-06,10,83.4,1527228
17-Jul-06,11,86.24,1819641
17-Jul-06,12,87.04,1875672
17-Jul-06,13,87.88,2012955
17-Jul-06,14,88.36,2114826
17-Jul-06,15,88.4,2146033
17-Jul-06,16,86.12,2056213
17-Jul-06,17,85.08,2068782
17-Jul-06,18,83.12,2017509
17-Jul-06,19,80.88,1847219
17-Jul-06,20,78.92,1772300
17-Jul-06,21,77.96,1771552
17-Jul-06,22,77.24,1684931
17-Jul-06,23,76.96,1536163
17-Jul-06,24,76.36,1325421
18-Jul-06,1,76,1147710
18-Jul-06,2,75.16,1033947
18-Jul-06,3,74.76,971403
18-Jul-06,4,74.52,966539
18-Jul-06,5,74.04,919672
18-Jul-06,6,73.84,970051
18-Jul-06,7,73.8,1068563
18-Jul-06,8,75.48,1148051
18-Jul-06,9,79.32,1287351
18-Jul-06,10,83.16,1513055
18-Jul-06,11,85.52,1740276
18-Jul-06,12,87.6,1982280
18-Jul-06,13,89.12,2127726
18-Jul-06,14,89.2,2218515
18-Jul-06,15,90.56,2356667
18-Jul-06,16,89.56,2198957
18-Jul-06,17,88.4,2198534
18-Jul-06,18,87.16,2228835
18-Jul-06,19,85.4,2179198
18-Jul-06,20,83.76,2158867
18-Jul-06,21,81.52,2040975
18-Jul-06,22,79.72,1831384
18-Jul-06,23,78.52,1568372
18-Jul-06,24,77.72,1414735
19-Jul-06,1,77.04,1249493
19-Jul-06,2,76.6,1115127
19-Jul-06,3,75.88,1051826
19-Jul-06,4,74.96,978697
19-Jul-06,5,74.64,948239
19-Jul-06,6,74.12,1005485
19-Jul-06,7,73.88,1075377
19-Jul-06,8,76.24,1184532
19-Jul-06,9,80,1329246
19-Jul-06,10,83.68,1572711
19-Jul-06,11,86.92,1871043
19-Jul-06,12,88.48,2048661
19-Jul-06,13,89.64,2194446
19-Jul-06,14,89.8,2279005
19-Jul-06,15,89.68,2277718
19-Jul-06,16,87.88,2193311
19-Jul-06,17,86.4,2132317
19-Jul-06,18,86.16,2190602
19-Jul-06,19,83.96,2107185
19-Jul-06,20,81.6,1979015
19-Jul-06,21,79.8,1853579
19-Jul-06,22,78.4,1744481
19-Jul-06,23,77.88,1570893
19-Jul-06,24,76.72,1338819
20-Jul-06,1,75.76,1148566
20-Jul-06,2,74.88,1017393
20-Jul-06,3,74.2,959905
20-Jul-06,4,74,915049
20-Jul-06,5,73.56,894414
20-Jul-06,6,73.04,926298
20-Jul-06,7,72.72,1033078
20-Jul-06,8,75.4,1142574
20-Jul-06,9,79.8,1317133
20-Jul-06,10,82.8,1464487
20-Jul-06,11,85.8,1771085
20-Jul-06,12,87.12,1898657
20-Jul-06,13,88.76,2108969
20-Jul-06,14,88.16,2054148
20-Jul-06,15,88.6,2167873
20-Jul-06,16,87.72,2181776
20-Jul-06,17,87.88,2224425
20-Jul-06,18,85.92,2185064
20-Jul-06,19,84,2119292
20-Jul-06,20,82.24,2045812
20-Jul-06,21,80.36,1925531
20-Jul-06,22,78.72,1774507
20-Jul-06,23,77.84,1572012
20-Jul-06,24,76.88,1348675
21-Jul-06,1,76.04,1147886
21-Jul-06,2,75.08,1031969
21-Jul-06,3,74.72,974746
21-Jul-06,4,73.92,912200
21-Jul-06,5,73.52,895881
21-Jul-06,6,73,921935
21-Jul-06,7,72.8,1036762
21-Jul-06,8,74.6,1137644
21-Jul-06,9,78.16,1227962
21-Jul-06,10,81.52,1398944
21-Jul-06,11,84.24,1647850
21-Jul-06,12,85.76,1800584
21-Jul-06,13,87.32,1959912
21-Jul-06,14,88.8,2153552
21-Jul-06,15,89.32,2248410
21-Jul-06,16,89.12,2201388
21-Jul-06,17,88.88,2220528
21-Jul-06,18,87.4,2235184
21-Jul-06,19,84.76,2160754
21-Jul-06,20,82.72,2059947
21-Jul-06,21,81.12,1979408
21-Jul-06,22,79.72,1831384
21-Jul-06,23,78.96,1649617
21-Jul-06,24,77.84,1387684
22-Jul-06,1,76.92,1237586
22-Jul-06,2,76.16,1112546
22-Jul-06,3,75.44,1030350
22-Jul-06,4,74.96,978697
22-Jul-06,5,74.44,944696
22-Jul-06,6,73.88,976942
22-Jul-06,7,73.48,1071721
22-Jul-06,8,75.56,1161021
22-Jul-06,9,79.04,1264834
22-Jul-06,10,82.2,1464980
22-Jul-06,11,84.24,1647850
22-Jul-06,12,85.92,1817435
22-Jul-06,13,86.8,1946031
22-Jul-06,14,87.76,2030161
22-Jul-06,15,88.12,2126650
22-Jul-06,16,85.36,2017200
22-Jul-06,17,85.76,2130085
22-Jul-06,18,85.12,2124132
22-Jul-06,19,83.96,2107185
22-Jul-06,20,82.28,2037983
22-Jul-06,21,80.92,1956503
22-Jul-06,22,79.8,1839947
22-Jul-06,23,78.92,1652196
22-Jul-06,24,78.28,1430626
23-Jul-06,1,77.24,1245469
23-Jul-06,2,76.64,1117761
23-Jul-06,3,75.88,1051826
23-Jul-06,4,75.56,998733
23-Jul-06,5,75.52,980958
23-Jul-06,6,75.24,1038049
23-Jul-06,7,74.96,1149277
23-Jul-06,8,76.24,1184532
23-Jul-06,9,79.52,1299944
23-Jul-06,10,83,1480373
23-Jul-06,11,84.88,1653447
23-Jul-06,12,86.12,1829100
23-Jul-06,13,86.16,1892215
23-Jul-06,14,85.48,1912446
23-Jul-06,15,83.72,1759113
23-Jul-06,16,83.48,1811914
23-Jul-06,17,83.2,1937307
23-Jul-06,18,82.72,2003526
23-Jul-06,19,81.8,1950509
23-Jul-06,20,80.32,1867963
23-Jul-06,21,78.28,1774663
23-Jul-06,22,77.36,1689605
23-Jul-06,23,77.16,1533662
23-Jul-06,24,77,1356126
24-Jul-06,1,76.2,1157051
24-Jul-06,2,76.32,1115233
24-Jul-06,3,75.88,1051826
24-Jul-06,4,75.48,995373
24-Jul-06,5,75.12,975848
24-Jul-06,6,74.84,1012186
24-Jul-06,7,74.28,1086628
24-Jul-06,8,75.56,1161021
24-Jul-06,9,79.56,1292729
24-Jul-06,10,83.12,1507719
24-Jul-06,11,84.32,1649281
24-Jul-06,12,86.24,1855609
24-Jul-06,13,85.96,1898948
24-Jul-06,14,84.28,1782235
24-Jul-06,15,84.16,1848624
24-Jul-06,16,84.24,1927445
24-Jul-06,17,83.72,1946648
24-Jul-06,18,83.48,1988170
24-Jul-06,19,82.64,2040125
24-Jul-06,20,81.36,1945382
24-Jul-06,21,79.36,1875677
24-Jul-06,22,78.44,1753119
24-Jul-06,23,77.8,1569871
24-Jul-06,24,77.36,1391234
25-Jul-06,1,76.76,1222847
25-Jul-06,2,76.16,1112546
25-Jul-06,3,75.84,1049738
25-Jul-06,4,75.28,991593
25-Jul-06,5,74.76,956643
25-Jul-06,6,74.36,1012052
25-Jul-06,7,74,1093088
25-Jul-06,8,75.92,1185400
25-Jul-06,9,79.96,1323702
25-Jul-06,10,83.48,1561604
25-Jul-06,11,85.72,1759260
25-Jul-06,12,87.8,1996211
25-Jul-06,13,89.32,2168163
25-Jul-06,14,90.12,2305792
25-Jul-06,15,90.24,2332952
25-Jul-06,16,89.8,2222948
25-Jul-06,17,88.88,2220528
25-Jul-06,18,87.92,2248237
25-Jul-06,19,85.8,2181003
25-Jul-06,20,83.92,2168797
25-Jul-06,21,82.12,2081424
25-Jul-06,22,80.52,1907877
25-Jul-06,23,79.64,1705329
25-Jul-06,24,78.52,1448671
26-Jul-06,1,77.84,1266062
26-Jul-06,2,76.96,1130028
26-Jul-06,3,76.16,1048445
26-Jul-06,4,75.76,997381
26-Jul-06,5,75.24,990228
26-Jul-06,6,74.88,1009534
26-Jul-06,7,74.56,1108027
26-Jul-06,8,76.48,1185389
26-Jul-06,9,80.44,1356523
26-Jul-06,10,84.2,1617941
26-Jul-06,11,86.92,1871043
26-Jul-06,12,88.64,2048181
26-Jul-06,13,90,2259643
26-Jul-06,14,90.92,2348340
26-Jul-06,15,91.08,2411204
26-Jul-06,16,90.92,2397372
26-Jul-06,17,90.88,2449227
26-Jul-06,18,89.16,2379551
26-Jul-06,19,87.28,2271428
26-Jul-06,20,84.36,2207683
26-Jul-06,21,82.24,2093555
26-Jul-06,22,80.88,1949535
26-Jul-06,23,80.08,1751279
26-Jul-06,24,79,1503625
27-Jul-06,1,78.28,1294566
27-Jul-06,2,77.8,1173524
27-Jul-06,3,77.12,1100755
27-Jul-06,4,76.6,1046176
27-Jul-06,5,76.24,1035845
27-Jul-06,6,75.76,1059113
27-Jul-06,7,75.44,1161547
27-Jul-06,8,77.12,1244043
27-Jul-06,9,80.72,1380051
27-Jul-06,10,84,1605922
27-Jul-06,11,86.88,1864220
27-Jul-06,12,89.08,2115396
27-Jul-06,13,89.96,2267443
27-Jul-06,14,91,2336682
27-Jul-06,15,90.04,2319061
27-Jul-06,16,88.64,2193076
27-Jul-06,17,87.36,2202877
27-Jul-06,18,86.92,2217783
27-Jul-06,19,85.68,2175938
27-Jul-06,20,83.84,2163490
27-Jul-06,21,80.96,1953192
27-Jul-06,22,79.6,1818707
27-Jul-06,23,78.2,1553119
27-Jul-06,24,77.8,1386871
28-Jul-06,1,76.56,1189069
28-Jul-06,2,76.36,1110514
28-Jul-06,3,75.68,1045757
28-Jul-06,4,75.32,991593
28-Jul-06,5,74.8,956643
28-Jul-06,6,74.52,1011667
28-Jul-06,7,74.44,1105048
28-Jul-06,8,76.76,1202934
28-Jul-06,9,80.76,1385502
28-Jul-06,10,83.64,1571203
28-Jul-06,11,86.2,1811728
28-Jul-06,12,87.96,2011412
28-Jul-06,13,89.2,2143989
28-Jul-06,14,89.52,2249864
28-Jul-06,15,89.08,2212856
28-Jul-06,16,87.04,2137017
28-Jul-06,17,84.88,2047891
28-Jul-06,18,84.08,2040056
28-Jul-06,19,82.84,2045841
28-Jul-06,20,81.2,1941115
28-Jul-06,21,79.24,1848392
28-Jul-06,22,78.44,1753119
28-Jul-06,23,77.72,1568148
