Hour,Temperature,Load
14,83,1413320
15,83.16,1483270
16,83.16,1537699
17,82.08,1557829
18,80.8,1532551
19,78,1477080
20,75.6,1487912
21,74.28,1406550
22,73.6,1290581
23,73.08,1166077
24,71.96,1037868
01,71.64,911133
02,70.88,789166.5
03,70,734037
04,69.6,718616
05,69.52,721450
06,69,746709
07,68.72,814187
08,71.16,946918
09,74.24,1125834
10,77.44,1265647
11,79.52,1365071
12,80.8,1450974
13,81.64,1522773
14,81.64,1563437
15,81.12,1565971
16,80.72,1554497
17,79.2,1546091
18,76.8,1536543
19,74.88,1597681
20,73.88,1529819
21,73.08,1409258
22,72.08,1257003
23,71.08,1088078
24,70.64,942057
01,69.84,840533
02,69.64,779591
03,68.88,746943
04,68.4,735197
05,68.24,749435
06,67.88,845002
07,67.96,1027510
08,70.72,1076797
09,74.12,1137074
10,77.56,1240514
11,79.2,1354644
12,80.6,1455895
13,81.2,1529923
14,81.16,1561801
15,80.84,1566902
16,80.04,1551756
17,78.52,1539071
18,76.24,1554096
19,74.2,1649498
20,73.16,1593447
21,73,1468906
22,72.08,1326750
23,71.88,1153018
24,71.72,994118
01,70.84,885888
02,70.72,823566
03,69.96,792515
04,69.76,782372
05,69.64,796207
06,69.84,895867
07,70.12,1085598
08,71.2,1128795
09,72.72,1145744
10,74.64,1180850
11,75.92,1220332
12,77,1256653
13,77.72,1286370
14,77.84,1286821
15,77.44,1286120
16,76.4,1299494
17,75.04,1337491
18,73.96,1421659
19,73.04,1527676
20,72.52,1499280
21,71.88,1404668
22,70.48,1250396
23,69.32,1084329
24,68.04,924546
01,66.32,805806
02,65.08,742464
03,63.88,705332
04,63.28,690994
05,62.64,706956
06,62.12,806737
07,61.68,998916
08,63.4,1022149
09,65.8,1021055
10,68.8,1051810
11,71.36,1090974
12,72.92,1134614
13,74.64,1181524
14,75.8,1228673
15,76.36,1263578
16,75.8,1286318
17,74.12,1290634
18,69.44,1285954
19,65.4,1360855
20,63.48,1306314
21,62.04,1206913
22,60.68,1088889
23,59.28,946157
24,58.8,807301
01,57.96,716358
02,57.28,676597
03,57.4,660993
04,57.16,661550
05,57.24,694407
06,57.4,821906
07,58.28,1031166
08,64.04,1054592
09,69.72,1010126
10,74.68,1006729
11,77.6,1034793
12,79.12,1079479
13,80.04,1137376
14,80.56,1201677
15,80.76,1253558
16,80.2,1292615
17,78.28,1313365
18,75.2,1319910
19,72.8,1420624
20,71.72,1392562
21,70.72,1295966
22,69.72,1180957
23,69.24,1028298
24,68.64,875869
01,68.24,767128
02,66.84,714039
03,66.88,686227
04,66.76,676474
05,66.8,696343
06,66.28,802389
07,66.12,987802
08,68.6,1025715
09,72,1036590
10,76.16,1094920
11,78.88,1173417
12,80.56,1256465
13,81.32,1331778
14,81.72,1397785
15,81.24,1427959
16,80.48,1433068
17,79.04,1426207
18,76.24,1398325
19,74.2,1389803
20,72.96,1282485
21,72.28,1209662
22,71.16,1139001
23,70.28,1049225
24,69.8,933924
01,68.92,826188
02,68.48,762931
03,68.2,724439
04,67.48,708179
05,67.2,708069
06,66.92,736369
07,66.92,801217
08,69.12,904483
09,72.4,1047811
10,76.6,1172548
11,79,1276662
12,80.48,1360573
13,81.76,1434983
14,82.2,1485063
15,82.2,1525638
16,81.48,1532306
17,79.48,1488292
18,76.12,1436851
19,73.76,1464309
20,72.36,1390190
21,71.4,1282355
22,70.08,1174867
23,69.16,1055688
24,68.44,930570
01,66.76,824218
02,65.96,754751
03,65.8,713849
04,65.56,693314
05,65.36,688899
06,65.08,706361
07,65.04,755364
08,67.48,869887
09,70.88,1039152
10,75.52,1167404
11,78.36,1257283
12,79.72,1342595
13,81.6,1439774
14,82.04,1507563
15,82.2,1539860
16,81.72,1540010
17,80.2,1523037
18,76.72,1498923
19,74.36,1561874
20,73.08,1501427
21,72.44,1386220
22,71.64,1247245
23,71.32,1086594
24,71.16,939502
01,70.64,824977
02,70,766495
03,69.92,737068
04,69.84,732911
05,70.12,756601
06,70.24,862527
07,70.08,1055795
08,71.36,1111269
09,74.08,1139697
10,76.68,1203212
11,78.24,1289035
12,79.68,1364124
13,81.32,1422153
14,82.08,1468668
15,82.36,1515969
16,82.12,1550995
17,81.12,1563253
18,77.8,1572325
19,75.88,1675376
20,75.04,1620075
21,74.48,1500851
22,73.44,1360758
23,73.4,1186479
24,73.16,1025207
01,72.76,904071
02,72.48,844572
03,72.56,812773
04,72.36,802717
05,72.36,822516
06,72.32,925982
07,72,1116683
08,73.72,1169859
09,76.36,1217930
10,79.68,1322015
11,81.4,1447205
12,82.4,1565641
13,83.36,1659936
14,82.88,1692452
15,82.72,1641618
16,81.96,1623802
17,79.96,1616942
18,77.88,1639237
19,76.64,1733029
20,75.92,1673345
21,75.76,1555156
22,75.48,1411069
23,75.04,1242217
24,75.08,1089357
01,74.6,966830
02,74.08,907441
03,73.84,872191
04,73.48,855046
05,73.44,858109
06,73.4,952347
07,73.56,1139220
08,74.4,1182667
09,76.6,1220511
10,79.28,1324003
11,81.24,1442558
12,82.72,1561626
13,83.36,1670674
14,83.24,1731743
15,83.2,1754479
16,81.2,1751263
17,79.68,1716814
18,77.16,1695116
19,75.76,1740491
20,75.24,1664341
21,74.88,1541570
22,74.04,1394079
23,73.8,1221157
24,73.84,1054878
01,73.48,921227
02,72.72,847653
03,72.48,811867
04,72.48,798827
05,72.32,811182
06,72.04,911237
07,71.92,1096944
08,72.92,1148094
09,74.12,1159452
10,76.72,1232955
11,79.32,1343684
12,80.84,1474256
13,80.72,1588175
14,81.48,1665102
15,81.16,1704171
16,81.12,1709160
17,79.16,1687727
18,76.88,1673706
19,74.68,1748774
20,73.76,1672941
21,72.8,1537247
22,72.2,1392176
23,71.64,1212627
24,71.32,1038979
01,70.6,904975
02,70.08,831948
03,69.6,789697
04,69.72,771021
05,69.48,781183
06,69.04,873191
07,68.96,1057349
08,70.28,1109565
09,73.08,1145289
10,76.68,1226102
11,79.8,1348533
12,81.4,1480731
13,82.2,1599313
14,83.24,1688074
15,83.64,1749553
16,83.68,1776726
17,81.8,1751926
18,78.24,1689958
19,75.92,1696961
20,74.4,1571067
21,73.56,1446982
22,72.8,1322838
23,72.04,1194123
24,71.28,1057683
01,70.44,930135
02,69.72,840905
03,69.36,792371
04,69.12,767524
05,69.28,763501
06,68.96,791926
07,68.92,854757
08,70.32,958166
09,72.72,1116323
10,75.96,1268295
11,78.96,1410795
12,80.28,1543008
13,81.28,1640414
14,81.72,1698437
15,81.36,1719618
16,81,1714571
17,79.68,1668781
18,76.96,1614648
19,75.36,1634759
20,74.36,1536179
21,73.64,1417158
22,72.92,1306940
23,72.52,1186330
24,72.16,1062255
01,71.96,946790
02,71.28,874862
03,71.24,837009
04,70.84,812575
05,70.4,806242
06,70.12,820141
07,69.6,867073
08,69.64,959419
09,69.76,1095378
10,70.12,1184316
11,70.76,1197974
12,71.36,1191850
13,71.72,1191935
14,71.6,1173699
15,70.76,1141883
16,70.36,1125304
17,69.36,1138553
18,67.92,1209735
19,67,1288710
20,66.4,1249741
21,66.28,1182132
22,65.96,1076118
23,65.84,951674
24,65.84,835161
01,64.56,743917
02,63.88,695944
03,63.52,676673
04,63.16,674561
05,63,703863
06,62.68,809440
07,62.64,990114
08,62.96,1039915
09,64.28,1039607
10,66.64,1047926
11,69.08,1064086
12,71.44,1077826
13,73.6,1087932
14,74.28,1098209
15,74.2,1098958
16,73.56,1103978
17,72.44,1129947
18,70.56,1217782
19,69.36,1332731
20,68.44,1298752
21,67.76,1215873
22,67.2,1111913
23,66.6,992088
24,66.48,865552
01,65.24,765601
02,64.96,713871
03,64.44,691124
04,63.88,684854
05,63.56,703691
06,63.2,776879
07,62.68,895569
08,64.16,963734
09,67.92,1026480
10,71.28,1096695
11,74.64,1159794
12,76.88,1223779
13,78.12,1289395
14,78.88,1340673
15,78.72,1374637
16,78.48,1383916
17,76.64,1388265
18,72.88,1399710
19,70.92,1499992
20,69.4,1438039
21,68.4,1327417
22,67.48,1198317
23,67,1032989
24,66.64,885707
01,65.68,779720
02,65.36,726161
03,64.72,703380
04,64.12,689107
05,63.72,706209
06,63.6,808154
07,63.28,994421
08,64.8,1022495
09,68.68,1019664
10,73.2,1058237
11,76.96,1136309
12,79.24,1230930
13,80.44,1323525
14,81.28,1402734
15,80.88,1458164
16,80.6,1487910
17,79.16,1488334
18,74.24,1476925
19,71.08,1548266
20,70,1471780
21,68.64,1351586
22,67,1212767
23,65.88,1043297
24,65.28,884737
01,63.96,770193
02,63.28,715903
03,62.84,688637
04,62.56,682800
05,62.28,697819
06,62.24,801364
07,62.36,988450
08,65.68,1019273
09,70,1015677
10,73.6,1051896
11,76.72,1114752
12,78.56,1189748
13,79.32,1270800
14,79.28,1325354
15,78.96,1360538
16,77.52,1368580
17,74.48,1348280
18,69.8,1348141
19,66.52,1441373
20,64.2,1378079
21,62.32,1274216
22,59.68,1154695
23,58.56,1014054
24,57.96,884857
01,55.08,795996
02,53.24,761849
03,51,758413
04,49.48,773544
05,48.12,833191
06,46.16,1002652
07,45.16,1277207
08,48.52,1343153
09,54.08,1261281
10,60.8,1175226
11,65.6,1098727
12,68.92,1042001
13,71.2,1022397
14,71.92,1016568
15,72.16,1020988
16,72.04,1040050
17,69.96,1064506
18,65.24,1129802
19,62.24,1246663
20,60.32,1212542
21,59.12,1162168
22,57.4,1105018
23,56.68,1031553
24,55.8,942601
01,54,867117
02,53.2,827801
03,52.48,814060
04,51.96,818539
05,51.72,847130
06,51.52,910504
07,50.8,1010827
08,54.76,1129872
09,62.56,1184427
10,68.92,1157203
11,72.4,1117605
12,74.24,1099030
13,75.04,1106409
14,75.76,1123610
15,75.88,1147637
16,75.48,1167718
17,73.6,1171565
18,68.96,1184216
19,66.04,1254270
20,64.24,1185930
21,63.24,1119344
22,62.6,1038765
23,61.24,947344
24,61.12,852470
01,59.76,769279
02,58.28,722369
03,57.76,703825
04,56.84,703467
05,56.72,717704
06,56.04,760701
07,55.4,839284
08,59.2,961537
09,66.28,1072585
10,72.4,1105629
11,75.32,1101892
12,77.04,1122629
13,77.92,1165497
14,78.32,1205067
15,78.16,1231569
16,77.68,1241644
17,75.48,1245040
18,71.52,1297865
19,68.88,1385714
20,67.88,1332015
21,66.88,1238333
22,66.08,1115035
23,64.96,968208
24,64.08,832124
01,62.68,732788
02,61.08,683424
03,60.28,664730
04,59.88,664358
05,59.28,693637
06,58.72,811855
07,57.84,1013731
08,61.36,1051083
09,68.04,1030187
10,73.2,1033169
11,76.92,1062546
12,78.96,1115689
13,79.52,1175164
14,80.08,1225822
15,80.36,1264758
16,79.44,1297912
17,77.64,1318858
18,73.68,1366452
19,71.2,1483649
20,69.76,1435559
21,69.48,1328476
22,69.52,1202774
23,69.08,1042194
24,68.72,887716
01,67.84,777966
02,67.72,727386
03,67.8,704104
04,67.32,698556
05,67.88,720321
06,67.52,823664
07,67.28,1009450
08,68.88,1047085
09,72.76,1049948
10,76.36,1101409
11,79.08,1168071
12,80.52,1239237
13,81.52,1311419
14,82.24,1367467
15,81.68,1398685
16,80.68,1403103
17,78.96,1407104
18,76.4,1462499
19,75.32,1575710
20,74.48,1522588
21,74.16,1428086
22,73.92,1299640
23,73.08,1141299
24,72.8,985992
01,72.44,868075
02,72.16,813191
03,71.76,783220
04,71.36,770635
05,71.08,783725
06,70.08,882750
07,70.2,1068967
08,70.32,1119437
09,71,1105051
10,70.88,1118003
11,70.8,1118600
12,71.04,1112845
13,70.36,1099462
14,70.84,1090051
15,70.6,1089203
16,69.68,1091646
17,68,1107298
18,65.68,1185198
19,64.16,1305266
20,63.08,1272986
21,62.28,1208756
22,60.84,1109250
23,59.56,978459
24,59.52,852746
01,57.24,756010
02,56.32,721393
03,55.04,711277
04,53.88,719010
05,52.76,760748
06,51.56,908244
07,50.64,1153670
08,52.64,1194023
09,56.84,1121271
10,61.68,1072012
11,65.64,1032205
12,68.52,1008998
13,70.68,994655
14,72.04,998296
15,72.24,1010549
16,72.12,1030435
17,70.32,1061366
18,63.64,1146292
19,60,1293151
20,57.44,1294267
21,56.2,1242580
22,54.28,1169299
23,53.4,1046582
24,52.76,931805
01,52.32,850824
02,51.52,825738
03,51.36,828740
04,50.36,849240
05,50,908715
06,49.72,1077422
07,49.28,1342835
08,52,1395876
09,58.84,1275168
10,65.56,1156410
11,69.84,1074941
12,72.32,1034586
13,73.76,1022412
14,74.6,1023290
15,74.68,1036325
16,74.2,1053934
17,72.68,1072571
18,66.32,1131385
19,62.76,1232468
20,61.04,1192636
21,59.04,1143218
22,57.4,1081244
23,56.36,1005032
24,55.92,918733
01,54.72,843518
02,53.64,807223
03,53.16,799267
04,52.8,809466
05,52.32,837880
06,52.36,905080
07,52.32,1014862
08,54.72,1143566
09,60.76,1207177
10,67.32,1177626
11,71.72,1133033
12,73.24,1108219
13,74.8,1104300
14,74.96,1109638
15,75.56,1120219
16,75,1129368
17,73.32,1139240
18,68.72,1178745
19,65.6,1256605
20,63.56,1200994
21,62.52,1127789
22,61.52,1052633
23,60.32,961491
24,58.96,861370
01,57.6,782188
02,56.32,736159
03,55.64,715626
04,54.96,715278
05,55.04,732700
06,54.72,775468
07,54.16,856197
08,57.32,985462
09,64.52,1095419
10,70.64,1122339
11,74.2,1108674
12,75.68,1115108
13,76.84,1148789
14,77.2,1175086
15,76.84,1191542
16,76.4,1201686
17,74.6,1210622
18,70.52,1261311
19,67.72,1374289
20,66.56,1321871
21,64.92,1236625
22,63.6,1114337
23,62.6,974089
24,61.4,841014
01,60.84,738462
02,60.72,696914
03,60.44,677643
04,59.8,681599
05,59.64,711501
06,59.64,829178
07,59.88,1032003
08,62.36,1074030
09,67.92,1048885
10,72.16,1049723
11,74.16,1075956
12,75.84,1107031
13,76,1141265
14,75.4,1168862
15,74.96,1174493
16,73.92,1177607
17,71.44,1201444
18,68.28,1306102
19,66.52,1437110
20,65.36,1407490
21,64.84,1324875
22,62.36,1205087
23,61.92,1071214
24,61.12,923989
01,60.16,823820
02,59.4,773775
03,58.24,759095
04,56.96,764483
05,55.96,801550
06,55.24,931306
07,54.84,1151147
08,55,1204170
09,56.68,1173184
10,59.6,1159563
11,62.16,1145197
12,64.04,1120231
13,65.84,1096989
14,67,1077347
15,67.52,1066972
16,67.68,1074804
17,66.76,1123640
18,64.36,1257898
19,62.72,1396363
20,61.24,1379581
21,60.88,1321904
22,59.92,1233384
23,59.72,1099340
24,59.84,961578
01,59.08,854750
02,58.84,802449
03,59.12,779893
04,58.92,777863
05,58.6,804891
06,58.4,902501
07,57.88,1053617
08,58.72,1120129
09,61.36,1139367
10,64.04,1137587
11,68.76,1138916
12,72.24,1153821
13,74.28,1186043
14,75.52,1214287
15,75.44,1246523
16,75.24,1268531
17,73.52,1277325
18,69.08,1308270
19,66.48,1406525
20,64.64,1357022
21,63.48,1276928
22,62.08,1195428
23,61.6,1084517
24,61.08,958158
01,60.48,842576
02,59.92,774144
03,59.88,739740
04,59.4,726637
05,59.16,734638
06,58.84,774827
07,58.76,850831
08,60.88,982980
09,66.44,1162194
10,72.16,1297670
11,75.76,1394978
12,77.52,1449279
13,78.12,1446041
14,78.52,1412334
15,78.8,1379278
16,78.28,1331253
17,76.4,1252814
18,72,1182414
19,68.68,1219914
20,66.56,1174445
21,65.44,1111669
22,63.8,1034229
23,63.04,936146
24,62.76,820673
01,62.32,730133
02,62.36,682434
03,61.88,662035
04,61.76,662238
05,62,689416
06,61.72,745212
07,62.08,817344
08,64.52,887295
09,69.04,974720
10,73.12,1038156
11,74.72,1090839
12,76.2,1130613
13,76.04,1184624
14,76.04,1217274
15,74.64,1219162
16,72.08,1197940
17,68.04,1174653
18,64.08,1222392
19,61.64,1280417
20,59.16,1235924
21,57.28,1189060
22,54.64,1135731
23,52.52,1083237
24,50.28,1023010
01,48.4,971114
02,47.12,960069
03,45.76,974642
04,44.44,1009901
05,43.08,1069079
06,41.6,1174181
07,40.72,1336180
08,41.64,1551080
09,44.16,1679821
10,47.72,1673164
11,51.04,1559053
12,54.32,1421988
13,56.52,1299945
14,58.28,1210341
15,59.12,1153126
16,58.88,1144438
17,57.36,1197207
18,51.72,1378138
19,48.28,1578664
20,46.16,1671618
21,44.52,1717597
22,42.24,1727122
23,41.68,1696589
24,42.04,1640652
01,40.04,1604189
02,39.32,1609827
03,38.84,1628715
04,38.32,1658894
05,38.44,1711586
06,38.6,1774344
07,38.88,1799545
08,40.76,1950166
09,46.04,1963157
10,52.08,1772235
11,57.4,1614078
12,61.2,1389794
13,63.72,1255188
14,65.12,1160797
15,65.36,1099264
16,64.88,1080889
17,63.32,1126100
18,58.36,1280402
19,55.44,1465336
20,53.04,1495350
21,51.64,1489687
22,50.48,1417499
23,49.8,1314350
24,48.84,1213218
01,47.76,1154042
02,46.76,1150112
03,46.52,1173573
04,46.04,1218090
05,45.68,1307084
06,45.24,1488743
07,45.2,1750967
08,47.2,1794258
09,52.76,1630406
10,58.08,1441104
11,62.32,1290021
12,65.36,1173674
13,67.6,1094576
14,68.6,1046641
15,69.32,1021205
16,69.12,1022015
17,66.92,1075895
18,59.44,1246686
19,55.28,1470477
20,52.72,1516959
21,51.32,1515870
22,50.48,1463570
23,49.28,1345426
24,49.28,1225217
01,48.4,1164079
02,47.8,1161413
03,47.36,1183246
04,47,1222256
05,47.16,1298871
06,46.88,1485969
07,47.28,1753455
08,48.92,1777724
09,54.96,1592820
10,60.64,1403369
11,65.4,1252788
12,68.72,1137001
13,69.68,1069871
14,70.32,1026558
15,70.04,1007301
16,69.08,1014518
17,66.4,1061963
18,62.24,1232579
19,59.12,1446706
20,57.44,1482455
21,56.12,1456819
22,54.24,1389834
23,53.12,1265506
24,52.88,1149024
01,52.16,1074395
02,51.16,1073561
03,51.12,1091963
04,51.16,1113389
05,51.2,1189255
06,51.64,1373973
07,51.72,1632939
08,53.44,1648205
09,58.24,1473445
10,64.08,1294727
11,68.16,1159337
12,70.28,1068696
13,71.68,1026427
14,72.4,1000827
15,72.44,983926
16,71.32,993497
17,70.12,1044868
18,66.8,1183554
19,65.12,1359014
20,63.92,1355443
21,63.08,1309485
22,61.8,1215453
23,60.64,1072996
24,59.96,926994
01,60.08,828659
02,59.72,792355
03,59.08,783189
04,58.8,794459
05,58.64,838929
06,58.44,978269
07,57.6,1203153
08,59.08,1241253
09,62.84,1153206
10,67.28,1089866
11,70.44,1054121
12,73,1041138
13,74.68,1040006
14,74.92,1037716
15,75.16,1043646
16,74.12,1052564
17,72.04,1096486
18,69.4,1229162
19,67.68,1382701
20,66.28,1356540
21,65.44,1302525
22,64.56,1202458
23,63.88,1048525
24,63.96,892369
01,63.24,781915
02,62.48,730412
03,62.08,706744
04,61.28,705110
05,60.36,737350
06,60.28,849201
07,59.88,1050192
08,60.2,1105322
09,61.68,1079302
10,62.84,1076502
11,63.68,1078051
12,64.88,1069051
13,65.76,1063853
14,66.08,1052781
15,66,1041746
16,65.44,1049202
17,63.88,1088084
18,60.72,1215868
19,58.32,1359520
20,57,1348809
21,55.56,1329306
22,54.44,1298490
23,53.04,1231722
24,52.76,1137309
01,50.84,1057387
02,49.96,1026173
03,49.36,1026956
04,48.4,1053128
05,47.16,1113838
06,45.88,1223812
07,44.68,1389706
08,44.04,1598120
09,45.12,1742633
10,47.8,1709361
11,49.8,1595986
12,51.52,1472550
13,53.28,1378300
14,54.32,1306921
15,54.32,1268841
16,53.92,1278083
17,52.08,1360481
18,48.2,1559239
19,45.88,1757832
20,44.16,1817878
21,42.84,1862125
22,42.56,1868494
23,42.08,1821135
24,41.48,1738569
01,40.44,1684587
02,39.4,1679163
03,38.64,1704841
04,37.88,1747193
05,37.4,1804692
06,36.92,1901966
07,36.36,2028395
08,37.52,2111056
09,43,2143157
10,49,2028044
11,53.84,1780737
12,56.84,1525741
13,57.92,1373201
14,59.32,1264828
15,60.12,1195002
16,59.76,1178332
17,58.12,1237759
18,52.6,1434069
19,48.84,1680616
20,47.2,1761887
21,45.24,1800108
22,43.68,1760344
23,42.76,1666300
24,42.16,1574065
01,40.96,1533179
02,39.92,1561853
03,39.72,1614340
04,39.04,1681466
05,38.92,1781911
06,39.2,1988647
07,38.96,2259003
08,41.28,2173814
09,47.88,2032952
10,54.48,1762606
11,59.76,1508538
12,62.64,1309715
13,64.2,1191442
14,64.84,1110203
15,64.96,1062109
16,65.76,1065908
17,63.76,1139477
18,58.68,1347530
19,55.6,1588149
20,53.2,1620745
21,52.24,1596834
22,51.48,1514233
23,50.8,1373169
24,49.88,1248954
01,48.64,1177098
02,48.68,1167700
03,48.52,1192519
04,48.8,1214274
05,49.6,1256683
06,50.28,1394021
07,50.72,1605222
08,52.72,1594509
09,58.2,1462453
10,62.68,1336683
11,67.28,1214254
12,70.44,1114766
13,71.72,1051766
14,71.92,1011992
15,71.92,992172
16,71.4,1004212
17,69.64,1056617
18,66.28,1214388
19,64,1412538
20,62.96,1415453
21,62.52,1369164
22,62.56,1265931
23,62.76,1102739
24,62.8,943687
01,61.52,839660
02,61.32,798402
03,61.56,782514
04,61.92,782573
05,62.28,809850
06,62.76,925329
07,62.88,1115868
08,63.24,1150521
09,63.72,1088899
10,65.68,1064476
11,68.16,1051496
12,69.28,1039150
13,70.84,1026196
14,70.6,1021335
15,71.04,1019888
16,68.92,1044407
17,66,1109550
18,62.92,1251107
19,60.4,1410232
20,58.84,1421418
21,57.68,1390980
22,56.44,1314571
23,55.44,1180465
24,54.12,1051829
01,52.24,981178
02,50.84,973268
03,49.8,996507
04,48.72,1039326
05,47.68,1122815
06,47.2,1316023
07,46.04,1595159
08,45.8,1666080
09,48.2,1577176
10,50.2,1463640
11,52.52,1353584
12,55.08,1247664
13,57.12,1166830
14,58.84,1104926
15,59.88,1066179
16,60.32,1077639
17,57.72,1165320
18,52.56,1402067
19,49.48,1685389
20,48,1767082
21,46.68,1782921
22,46.28,1723141
23,45.16,1587633
24,45.48,1432845
01,44.76,1338285
02,44.92,1315059
03,44.4,1325085
04,43.48,1356271
05,43.12,1439902
06,42.12,1624357
07,40.68,1907495
08,41.56,1982610
09,46.44,1823166
10,51.76,1592659
11,56.52,1391885
12,59.6,1232177
13,62.12,1121624
14,63.6,1052770
15,64.28,1014896
16,64.2,1021167
17,62.2,1079122
18,56.32,1260651
19,53.24,1472876
20,51.64,1501518
21,50.68,1516705
22,50.16,1509476
23,49.4,1452451
24,49.72,1350092
01,49.8,1260671
02,50.08,1214390
03,51.28,1189538
04,51.48,1170842
05,51.92,1173474
06,52.68,1212038
07,53.16,1292438
08,53.96,1387039
09,56.8,1434348
10,61.08,1394590
11,64.8,1284486
12,68,1182050
13,69.72,1115733
14,70.88,1071944
15,71.08,1045149
16,70.56,1043255
17,68.92,1079509
18,65.92,1191303
19,64.4,1303923
20,63.12,1271281
21,62.4,1229923
22,61.88,1166806
23,62.04,1074513
24,62.08,959633
01,62.28,849689
02,62.92,785567
03,63.16,753615
04,63.44,737269
05,64,740196
06,64.24,766802
07,64.72,822492
08,64.72,922622
09,64.68,1063788
10,64.8,1168124
11,64.72,1187210
12,64.76,1173427
13,64.96,1166754
14,64.84,1150965
15,64.52,1127258
16,63.6,1131317
17,62.12,1173864
18,60.16,1302860
19,58.24,1442570
20,57.16,1456270
21,56.36,1426747
22,54.8,1342721
23,53.6,1219990
24,51.92,1092715
01,49.28,1011420
02,47.48,1010728
03,46.16,1052867
04,44.56,1127757
05,42.88,1255670
06,41.56,1506777
07,40.52,1850311
08,41.12,1956338
09,44.68,1830370
10,47.96,1649032
11,51.28,1481652
12,54.56,1333766
13,57.28,1218242
14,59.68,1131172
15,61.08,1075373
16,61.44,1071510
17,59.64,1140557
18,54.36,1366168
19,51.44,1669475
20,49.76,1754925
21,49.08,1777543
22,48.04,1736196
23,47.48,1603968
24,47.56,1467602
01,47.44,1384296
02,47.28,1367242
03,47.32,1377145
04,47,1399760
05,47.88,1460160
06,48.16,1621463
07,48.72,1850634
08,50.6,1840481
09,55.08,1643439
10,60.64,1432251
11,65.36,1255392
12,68.44,1130422
13,69.88,1063463
14,70.76,1022250
15,71,1008586
16,70.24,1018956
17,68.48,1079445
18,66.28,1256795
19,65.32,1429390
20,64.72,1425558
21,64.56,1371444
22,64,1266335
23,63.72,1096136
24,63.48,924881
01,63.44,807702
02,63.64,753310
03,63.04,732580
04,62.96,736180
05,62.6,770546
06,62.28,897996
07,61.4,1114721
08,59.2,1192322
09,56.88,1201785
10,55.04,1247959
11,53.68,1294951
12,53,1318101
13,53.52,1305856
14,53.96,1271567
15,54.48,1241760
16,54,1257269
17,52.56,1363086
18,48.64,1639520
19,45.92,1961121
20,43.8,2052131
21,43.4,2100267
22,42.04,2079459
23,41.28,1965843
24,40.28,1838785
01,39.88,1772348
02,38.72,1782627
03,38.36,1823833
04,37.68,1883089
05,37,1985253
06,35.8,2178237
07,34.92,2349646
08,36.76,2381361
09,42.16,2269315
10,47.16,1995354
11,52.44,1713893
12,55.84,1499399
13,58.04,1342016
14,59.84,1235413
15,61,1169107
16,61.08,1158232
17,59.56,1220186
18,56.16,1440488
19,53.32,1715666
20,52.24,1770805
21,51.8,1777022
22,50.44,1716836
23,49.52,1592895
24,49.12,1444635
01,48.64,1340860
02,47.92,1314377
03,47.12,1325329
04,46.04,1364004
05,45.8,1449759
06,44.68,1642015
07,43.16,1912702
08,43.04,2012325
09,47.28,1901139
10,50.12,1718567
11,53.76,1553088
12,55.88,1416005
13,57.2,1302892
14,57.92,1231341
15,58.16,1184187
16,57.56,1185104
17,56.12,1265342
18,51.52,1501464
19,47.6,1776812
20,45.24,1844289
21,44.16,1888817
22,43.04,1895483
23,42.48,1850247
24,43.4,1761749
01,42.08,1697416
02,41.24,1680509
03,41.04,1688874
04,40.08,1725709
05,39.52,1791066
06,38.52,1886193
07,37.16,2035878
08,36.8,2222022
09,41.24,2276221
10,44.12,2146322
11,47.88,1944743
12,50.16,1735309
13,52.44,1566708
14,53.48,1446568
15,54.24,1366791
16,53.76,1355369
17,52.52,1422005
18,47,1649840
19,42.4,1942626
20,39.8,2062883
21,39,2162165
22,37.68,2220374
23,36.96,2205716
24,37.12,2158085
01,35.76,2131070
02,34.8,2142987
03,34.32,2186129
04,33.24,2249732
05,33.24,2337944
06,32.48,2435226
07,32,2497590
08,33.04,2644542
09,40.24,2647156
10,46.76,2444854
11,52.32,2105522
12,55.64,1776104
13,57.48,1556101
14,59.08,1395797
15,59.56,1288077
16,59.16,1249243
17,58,1294605
18,53.36,1473852
19,49.8,1727869
20,47.8,1816256
21,46.52,1860539
22,45.48,1843902
23,44.84,1759050
24,44.16,1659982
01,43.4,1597481
02,42.84,1599059
03,42.8,1628733
04,42.24,1670107
05,42,1740056
06,41.76,1885115
07,41.6,2074087
08,42.76,2145921
09,48.72,2040775
10,54.04,1790770
11,59.92,1541246
12,63.24,1341190
13,65.04,1200533
14,65.84,1111427
15,66.44,1064567
16,66,1053046
17,64.68,1089643
18,60.76,1239173
19,57.16,1472265
20,55.64,1504295
21,54.64,1485081
22,53.44,1433663
23,53.12,1319870
24,52.8,1187631
01,52.32,1090700
02,51.72,1059225
03,51.24,1063865
04,50.96,1090674
05,50.72,1145801
06,50.72,1273791
07,50.48,1439823
08,51.04,1527450
09,56.08,1505667
10,61.16,1392941
11,65.64,1266662
12,68.48,1161801
13,70.04,1094867
14,70.92,1054742
15,70.96,1035971
16,70.84,1035809
17,69.48,1063917
18,65.24,1176932
19,62.44,1378150
20,60.96,1381719
21,59.28,1355533
22,57.4,1300884
23,57.24,1196473
24,56.96,1060949
01,57.12,951477
02,56.8,896612
03,57.36,869763
04,57.36,866199
05,57.84,886385
06,58.04,960870
07,58.12,1079986
08,58.2,1173660
09,60.72,1215973
10,64.6,1209617
11,68,1190934
12,68.56,1173791
13,69.2,1140045
14,68.84,1119198
