Date,Day of week,Month,Hour,Temperature,Aniket_Thopte
24-Jun-06,24,6,17,85.8,2195884.899
24-Jun-06,24,6,18,85.36,2226220.968
24-Jun-06,24,6,19,83.76,2145957.227
24-Jun-06,24,6,20,81.8,2027718.557
24-Jun-06,24,6,21,80.16,1924472.717
24-Jun-06,24,6,22,79.08,1826952.439
24-Jun-06,24,6,23,77.92,1623555.101
24-Jun-06,24,6,24,77,1414343.446
25-Jun-06,25,6,1,76.28,1220074.206
25-Jun-06,25,6,2,75.4,1117278.249
25-Jun-06,25,6,3,75.2,1060278.595
25-Jun-06,25,6,4,74.76,1000951.171
25-Jun-06,25,6,5,74.4,967829.5513
25-Jun-06,25,6,6,73.8,996150.6931
25-Jun-06,25,6,7,74.04,1079515.877
25-Jun-06,25,6,8,75.44,1142354.988
25-Jun-06,25,6,9,78.76,1286341
25-Jun-06,25,6,10,80.4,1364369.008
25-Jun-06,25,6,11,82.44,1526108.761
25-Jun-06,25,6,12,84.04,1718892.022
25-Jun-06,25,6,13,85.68,1946438.365
25-Jun-06,25,6,14,83.64,1839453.229
25-Jun-06,25,6,15,82.2,1767231.053
25-Jun-06,25,6,16,81.28,1729432.283
25-Jun-06,25,6,17,80,1674285.977
25-Jun-06,25,6,18,79.68,1710168.177
25-Jun-06,25,6,19,78.36,1667593.917
25-Jun-06,25,6,20,77.72,1686979.233
25-Jun-06,25,6,21,76.72,1654732.865
25-Jun-06,25,6,22,76.4,1618546.667
25-Jun-06,25,6,23,75.64,1445722.577
25-Jun-06,25,6,24,75.36,1296113.856
26-Jun-06,26,6,1,74.84,1139364.39
26-Jun-06,26,6,2,74.92,1090773.154
26-Jun-06,26,6,3,74.44,1018348.24
26-Jun-06,26,6,4,74.28,976142.2539
26-Jun-06,26,6,5,73.96,949755.1989
26-Jun-06,26,6,6,73.6,987708.0055
26-Jun-06,26,6,7,73.24,1045905.954
26-Jun-06,26,6,8,74.16,1087727.745
26-Jun-06,26,6,9,76.04,1146173.799
26-Jun-06,26,6,10,78.72,1270517.364
26-Jun-06,26,6,11,80.72,1402598.027
26-Jun-06,26,6,12,82.72,1605357.385
26-Jun-06,26,6,13,83.44,1745239.241
26-Jun-06,26,6,14,84.52,1924176.895
26-Jun-06,26,6,15,84.68,1999768.199
26-Jun-06,26,6,16,84.24,2007443.946
26-Jun-06,26,6,17,83,1958962.087
26-Jun-06,26,6,18,82.08,1937669.148
26-Jun-06,26,6,19,81.2,1921870.12
26-Jun-06,26,6,20,80.16,1891762.14
26-Jun-06,26,6,21,78.52,1794289.975
26-Jun-06,26,6,22,77.36,1690109.946
26-Jun-06,26,6,23,76.64,1516864.006
26-Jun-06,26,6,24,76.32,1356886.234
27-Jun-06,27,6,1,75.52,1180912.379
27-Jun-06,27,6,2,75.32,1117524.209
27-Jun-06,27,6,3,75,1053971.796
27-Jun-06,27,6,4,74.6,997656.3837
27-Jun-06,27,6,5,74.68,994940.6643
27-Jun-06,27,6,6,74.4,1032574.462
27-Jun-06,27,6,7,74.44,1098562.317
27-Jun-06,27,6,8,76,1169417.134
27-Jun-06,27,6,9,79.8,1358627.28
27-Jun-06,27,6,10,82.72,1539658.287
27-Jun-06,27,6,11,85.08,1758643.705
27-Jun-06,27,6,12,86.2,1918721.761
27-Jun-06,27,6,13,87.32,2099992.81
27-Jun-06,27,6,14,86.48,2102524.983
27-Jun-06,27,6,15,85.84,2103075.409
27-Jun-06,27,6,16,85.28,2102068.035
27-Jun-06,27,6,17,85.48,2186434.404
27-Jun-06,27,6,18,84.4,2147273.398
27-Jun-06,27,6,19,82.96,2070751.812
27-Jun-06,27,6,20,81.28,1975365.127
27-Jun-06,27,6,21,79.2,1834312.838
27-Jun-06,27,6,22,77.76,1705096.665
27-Jun-06,27,6,23,76.44,1482126.613
27-Jun-06,27,6,24,75.6,1283343.33
28-Jun-06,28,6,1,74.88,1131150.195
28-Jun-06,28,6,2,74.52,1055391.654
28-Jun-06,28,6,3,74.04,980477.3586
28-Jun-06,28,6,4,73.48,914536.1306
28-Jun-06,28,6,5,73.28,895717.3161
28-Jun-06,28,6,6,72.68,917042.8449
28-Jun-06,28,6,7,72.64,987800.4845
28-Jun-06,28,6,8,74.88,1085539.303
28-Jun-06,28,6,9,79.16,1294045.323
28-Jun-06,28,6,10,82.76,1521970.042
28-Jun-06,28,6,11,85.08,1735241.333
28-Jun-06,28,6,12,86.28,1903464.617
28-Jun-06,28,6,13,87.2,2068662.549
28-Jun-06,28,6,14,86.12,2047616.505
28-Jun-06,28,6,15,86.32,2124615.37
28-Jun-06,28,6,16,85.12,2066835.96
28-Jun-06,28,6,17,84.76,2099787.39
28-Jun-06,28,6,18,83.84,2069389.633
28-Jun-06,28,6,19,82.32,1985900.883
28-Jun-06,28,6,20,80.64,1893124.696
28-Jun-06,28,6,21,78.32,1734955.382
28-Jun-06,28,6,22,76.92,1610757.067
28-Jun-06,28,6,23,75.92,1415210.043
28-Jun-06,28,6,24,75.32,1238321.215
29-Jun-06,29,6,1,74.52,1078606.785
29-Jun-06,29,6,2,73.84,987360.5408
29-Jun-06,29,6,3,73.28,912000.3434
29-Jun-06,29,6,4,73,866153.122
29-Jun-06,29,6,5,72.4,832337.8483
29-Jun-06,29,6,6,71.92,867389.1305
29-Jun-06,29,6,7,71.84,943691.1854
29-Jun-06,29,6,8,74.28,1056025.051
29-Jun-06,29,6,9,78.8,1280888.371
29-Jun-06,29,6,10,82.32,1508803.481
29-Jun-06,29,6,11,85,1749109.471
29-Jun-06,29,6,12,87.2,2016417.78
29-Jun-06,29,6,13,88.6,2226094.222
29-Jun-06,29,6,14,89.24,2351735.77
29-Jun-06,29,6,15,88.2,2322153.699
29-Jun-06,29,6,16,87.4,2308661.177
29-Jun-06,29,6,17,86.52,2295875.195
29-Jun-06,29,6,18,86.28,2325475.828
29-Jun-06,29,6,19,85.32,2286374.941
29-Jun-06,29,6,20,82.8,2107800.956
29-Jun-06,29,6,21,80.16,1909987.676
29-Jun-06,29,6,22,78.04,1721979.775
29-Jun-06,29,6,23,76.96,1516855.594
29-Jun-06,29,6,24,75.92,1297436.21
30-Jun-06,30,6,1,75.12,1143886.466
30-Jun-06,30,6,2,74.68,1063253.753
30-Jun-06,30,6,3,73.72,961091.4491
30-Jun-06,30,6,4,73.12,893524.4436
30-Jun-06,30,6,5,72.36,847654.9999
30-Jun-06,30,6,6,71.92,884320.9185
30-Jun-06,30,6,7,72,959173.1003
30-Jun-06,30,6,8,74.68,1077440.047
30-Jun-06,30,6,9,79.12,1296108.502
30-Jun-06,30,6,10,83.16,1561860.026
30-Jun-06,30,6,11,86.6,1877561.834
30-Jun-06,30,6,12,88.8,2140059.296
30-Jun-06,30,6,13,89.88,2307252.85
30-Jun-06,30,6,14,90.92,2447795.797
30-Jun-06,30,6,15,91.32,2529390.116
30-Jun-06,30,6,16,90.48,2522250.125
30-Jun-06,30,6,17,89.32,2497192.41
30-Jun-06,30,6,18,88.8,2499696.18
30-Jun-06,30,6,19,87.52,2434451.938
30-Jun-06,30,6,20,85.16,2274794.822
30-Jun-06,30,6,21,82.32,2056436.478
30-Jun-06,30,6,22,79.92,1841413.503
30-Jun-06,30,6,23,78.68,1627269.086
30-Jun-06,30,6,24,78.08,1426983.344
1-Jul-06,1,7,1,76.4,1204772.749
1-Jul-06,1,7,2,75.64,1107567.395
1-Jul-06,1,7,3,74.96,1021107.173
1-Jul-06,1,7,4,74.16,944019.4509
1-Jul-06,1,7,5,73.36,902440.7271
1-Jul-06,1,7,6,72.84,949092.7
1-Jul-06,1,7,7,72.32,1008355.792
1-Jul-06,1,7,8,75.36,1099057.874
1-Jul-06,1,7,9,79.84,1317116.271
1-Jul-06,1,7,10,83.36,1596694.02
1-Jul-06,1,7,11,86.04,1842907.577
1-Jul-06,1,7,12,87.92,2013566.849
1-Jul-06,1,7,13,89.44,2151881.967
1-Jul-06,1,7,14,90.12,2231677.251
1-Jul-06,1,7,15,90.96,2278909.369
1-Jul-06,1,7,16,91.04,2291492.538
1-Jul-06,1,7,17,90.28,2297681.571
1-Jul-06,1,7,18,89.8,2296196.426
1-Jul-06,1,7,19,88.64,2280200.134
1-Jul-06,1,7,20,85.64,2193291.651
1-Jul-06,1,7,21,82.72,2037496.081
1-Jul-06,1,7,22,81.32,1913183.489
1-Jul-06,1,7,23,79.92,1719066.222
1-Jul-06,1,7,24,78.64,1500606.276
2-Jul-06,2,7,1,77.92,1282222.161
2-Jul-06,2,7,2,76.96,1173179.991
2-Jul-06,2,7,3,76.24,1081734.994
2-Jul-06,2,7,4,76.08,1029280.256
2-Jul-06,2,7,5,75.92,1008710.524
2-Jul-06,2,7,6,75.2,1038629.456
2-Jul-06,2,7,7,75.24,1098057.663
2-Jul-06,2,7,8,77,1166403.097
2-Jul-06,2,7,9,79.72,1310403.032
2-Jul-06,2,7,10,81.92,1475764.328
2-Jul-06,2,7,11,83.64,1647700.317
2-Jul-06,2,7,12,85.88,1881425.448
2-Jul-06,2,7,13,86.16,1961855.848
2-Jul-06,2,7,14,87.12,2097184.469
2-Jul-06,2,7,15,88.32,2216231.976
2-Jul-06,2,7,16,84.24,2012670.718
2-Jul-06,2,7,17,84.64,2087986.394
2-Jul-06,2,7,18,84.08,2085746.948
2-Jul-06,2,7,19,84.28,2124538.277
2-Jul-06,2,7,20,82.56,2032425.093
2-Jul-06,2,7,21,80.32,1886139.377
2-Jul-06,2,7,22,79.08,1777388.183
2-Jul-06,2,7,23,78.04,1595411.287
2-Jul-06,2,7,24,76.84,1385315.684
3-Jul-06,3,7,1,76.04,1182885.265
3-Jul-06,3,7,2,75.2,1080145.387
3-Jul-06,3,7,3,74.96,1015562.381
3-Jul-06,3,7,4,74.52,953792.7649
3-Jul-06,3,7,5,73.96,919462.0616
3-Jul-06,3,7,6,73.84,979881.5288
3-Jul-06,3,7,7,73.76,1046550.682
3-Jul-06,3,7,8,76.24,1133042.315
3-Jul-06,3,7,9,80.48,1365734.829
3-Jul-06,3,7,10,83.08,1567974.238
3-Jul-06,3,7,11,85.4,1792526.847
3-Jul-06,3,7,12,87.52,2000401.144
3-Jul-06,3,7,13,88.2,2096839.758
3-Jul-06,3,7,14,89.4,2211989.483
3-Jul-06,3,7,15,89.52,2260254.858
3-Jul-06,3,7,16,90,2300794.789
3-Jul-06,3,7,17,88.6,2286929.823
3-Jul-06,3,7,18,87.96,2284352.974
3-Jul-06,3,7,19,87.4,2273413.696
3-Jul-06,3,7,20,85,2171156.339
3-Jul-06,3,7,21,82.16,1998372.937
3-Jul-06,3,7,22,80,1834017.973
3-Jul-06,3,7,23,78.56,1624074.032
3-Jul-06,3,7,24,77.8,1436845.682
4-Jul-06,4,7,1,76.68,1210736.246
4-Jul-06,4,7,2,75.36,1080968.076
4-Jul-06,4,7,3,74.52,984839.0005
4-Jul-06,4,7,4,73.84,912116.0126
4-Jul-06,4,7,5,73.4,884739.1637
4-Jul-06,4,7,6,73.16,941642.9807
4-Jul-06,4,7,7,72.8,1004963.508
4-Jul-06,4,7,8,75.76,1114105.817
4-Jul-06,4,7,9,80.04,1333167.664
4-Jul-06,4,7,10,82.84,1548112.531
4-Jul-06,4,7,11,85,1757591.121
4-Jul-06,4,7,12,86.44,1926612.558
4-Jul-06,4,7,13,88.68,2120617.984
4-Jul-06,4,7,14,89.08,2200489.213
4-Jul-06,4,7,15,90.04,2282151.064
4-Jul-06,4,7,16,90.04,2310528.018
4-Jul-06,4,7,17,89.56,2320055.672
4-Jul-06,4,7,18,89.04,2321827.662
4-Jul-06,4,7,19,87.48,2284185.863
4-Jul-06,4,7,20,85.12,2181761.201
4-Jul-06,4,7,21,82.68,2032321.471
4-Jul-06,4,7,22,80.48,1869680.938
4-Jul-06,4,7,23,79.04,1656374.511
4-Jul-06,4,7,24,78.16,1456749.245
5-Jul-06,5,7,1,77.12,1231929.192
5-Jul-06,5,7,2,75.64,1092024.918
5-Jul-06,5,7,3,74.72,990428.0183
5-Jul-06,5,7,4,74.12,920277.437
5-Jul-06,5,7,5,73.56,885438.7903
5-Jul-06,5,7,6,72.96,924437.766
5-Jul-06,5,7,7,72.08,969368.2084
5-Jul-06,5,7,8,75.48,1099651.426
5-Jul-06,5,7,9,79.76,1307105.684
5-Jul-06,5,7,10,82.36,1512019.775
5-Jul-06,5,7,11,84,1671909.965
5-Jul-06,5,7,12,85.68,1864742.88
5-Jul-06,5,7,13,87.48,2047767.93
5-Jul-06,5,7,14,88.56,2177208.236
5-Jul-06,5,7,15,89.04,2252181.571
5-Jul-06,5,7,16,88.12,2249646.111
5-Jul-06,5,7,17,89,2314878.259
5-Jul-06,5,7,18,87.44,2278009.518
5-Jul-06,5,7,19,86.64,2258569.355
5-Jul-06,5,7,20,84.64,2160879.655
5-Jul-06,5,7,21,82.4,2019092.807
5-Jul-06,5,7,22,80.92,1904109.381
5-Jul-06,5,7,23,80.36,1748907.968
5-Jul-06,5,7,24,79.56,1542029.334
6-Jul-06,6,7,1,78.52,1312040.238
6-Jul-06,6,7,2,78.04,1226198.68
6-Jul-06,6,7,3,77.56,1144458.802
6-Jul-06,6,7,4,76.88,1062523.645
6-Jul-06,6,7,5,76.04,1005591.615
6-Jul-06,6,7,6,75.56,1042423.044
6-Jul-06,6,7,7,75.12,1082021.523
6-Jul-06,6,7,8,77.96,1200950.566
6-Jul-06,6,7,9,81.88,1464577.229
6-Jul-06,6,7,10,84.52,1692597.581
6-Jul-06,6,7,11,87.2,1924359.208
6-Jul-06,6,7,12,89.16,2099092.229
6-Jul-06,6,7,13,90,2193346.261
6-Jul-06,6,7,14,89.56,2229979.131
6-Jul-06,6,7,15,89.28,2267102.29
6-Jul-06,6,7,16,87.44,2216572.795
6-Jul-06,6,7,17,87.8,2273363.235
6-Jul-06,6,7,18,85.2,2151381.307
6-Jul-06,6,7,19,82.72,2004667.819
6-Jul-06,6,7,20,80.72,1885045.599
6-Jul-06,6,7,21,78.84,1774329.913
6-Jul-06,6,7,22,77.68,1675794.747
6-Jul-06,6,7,23,76.84,1492683.779
6-Jul-06,6,7,24,76.04,1311166.446
7-Jul-06,7,7,1,76,1170033.964
7-Jul-06,7,7,2,75.88,1103571.55
7-Jul-06,7,7,3,75.16,1011117.001
7-Jul-06,7,7,4,75.32,978987.5687
7-Jul-06,7,7,5,74.84,944248.6474
7-Jul-06,7,7,6,75.2,1024824.382
7-Jul-06,7,7,7,74.6,1060463.496
7-Jul-06,7,7,8,75.08,1079275.765
7-Jul-06,7,7,9,76.8,1122638.351
7-Jul-06,7,7,10,78.52,1202950.858
7-Jul-06,7,7,11,79.36,1288217.385
7-Jul-06,7,7,12,81.32,1502562.373
7-Jul-06,7,7,13,80.4,1492273.131
7-Jul-06,7,7,14,80.48,1555603.733
7-Jul-06,7,7,15,80.24,1576452.077
7-Jul-06,7,7,16,80.56,1643752.812
7-Jul-06,7,7,17,79.16,1562414.312
7-Jul-06,7,7,18,78.64,1577521.667
7-Jul-06,7,7,19,77.68,1564312.59
7-Jul-06,7,7,20,76.44,1536307.317
7-Jul-06,7,7,21,75.4,1516685.793
7-Jul-06,7,7,22,75.04,1463865.655
7-Jul-06,7,7,23,74.68,1330553.202
7-Jul-06,7,7,24,74.2,1181796.038
8-Jul-06,8,7,1,73.64,1043141.349
8-Jul-06,8,7,2,73.48,973306.581
8-Jul-06,8,7,3,73.28,911019.8868
8-Jul-06,8,7,4,72.76,848042.2021
8-Jul-06,8,7,5,72.56,832724.8277
8-Jul-06,8,7,6,72.24,884762.7501
8-Jul-06,8,7,7,72.04,958901.7974
8-Jul-06,8,7,8,73.28,1014993.817
8-Jul-06,8,7,9,75.64,1078530.495
8-Jul-06,8,7,10,78.44,1189641.061
8-Jul-06,8,7,11,80.92,1392467.842
8-Jul-06,8,7,12,82.72,1604918.063
8-Jul-06,8,7,13,84.08,1792632.896
8-Jul-06,8,7,14,85.4,1958349.645
8-Jul-06,8,7,15,85.36,2015213.794
8-Jul-06,8,7,16,85.4,2073957.294
8-Jul-06,8,7,17,85.64,2142738.836
8-Jul-06,8,7,18,84.56,2106168.094
8-Jul-06,8,7,19,83.24,2047277.118
8-Jul-06,8,7,20,81.24,1928992.946
8-Jul-06,8,7,21,78.48,1754632.58
8-Jul-06,8,7,22,76.72,1595893.653
8-Jul-06,8,7,23,75.08,1354905.093
8-Jul-06,8,7,24,74.6,1204316.239
9-Jul-06,9,7,1,73.04,1009868.525
9-Jul-06,9,7,2,71.64,877055.7131
9-Jul-06,9,7,3,70.6,776586.9719
9-Jul-06,9,7,4,69.8,708874.9694
9-Jul-06,9,7,5,69,677069.2039
9-Jul-06,9,7,6,68.32,723680.4196
9-Jul-06,9,7,7,67.8,815691.6432
9-Jul-06,9,7,8,70.68,930115.2728
9-Jul-06,9,7,9,74.84,1050774.937
9-Jul-06,9,7,10,79,1217870.205
9-Jul-06,9,7,11,81.48,1417672.226
9-Jul-06,9,7,12,83.28,1641780.167
9-Jul-06,9,7,13,84.8,1849590.603
9-Jul-06,9,7,14,85.64,1974365.728
9-Jul-06,9,7,15,86.24,2081723.037
9-Jul-06,9,7,16,86.44,2153614.694
9-Jul-06,9,7,17,86.12,2179570.685
9-Jul-06,9,7,18,85.76,2198359.665
9-Jul-06,9,7,19,84.6,2154194.074
9-Jul-06,9,7,20,82.52,2032889.08
9-Jul-06,9,7,21,79.28,1818434.838
9-Jul-06,9,7,22,78.32,1721981.404
9-Jul-06,9,7,23,77.04,1499381.151
9-Jul-06,9,7,24,75.8,1283020.551
10-Jul-06,10,7,1,74.76,1099505.075
10-Jul-06,10,7,2,73.92,992925.1388
10-Jul-06,10,7,3,72.96,890748.1132
10-Jul-06,10,7,4,72.16,815283.7887
10-Jul-06,10,7,5,71.84,796413.0056
10-Jul-06,10,7,6,71.28,839510.9149
10-Jul-06,10,7,7,71.12,922708.2554
10-Jul-06,10,7,8,73.8,1034349.23
10-Jul-06,10,7,9,78.16,1191017.357
10-Jul-06,10,7,10,81.76,1401565.628
10-Jul-06,10,7,11,83.84,1617503.036
10-Jul-06,10,7,12,86.12,1883028.132
10-Jul-06,10,7,13,87.12,2022988.58
10-Jul-06,10,7,14,87.36,2097887.853
10-Jul-06,10,7,15,88.4,2230606.344
10-Jul-06,10,7,16,88.52,2290486.405
10-Jul-06,10,7,17,88.16,2312946.922
10-Jul-06,10,7,18,87.04,2285403.431
10-Jul-06,10,7,19,85.6,2226931.137
10-Jul-06,10,7,20,83.12,2081729.512
10-Jul-06,10,7,21,80.96,1950484.292
10-Jul-06,10,7,22,79.36,1800879.373
10-Jul-06,10,7,23,78.44,1604816.818
10-Jul-06,10,7,24,77.4,1391580.56
11-Jul-06,11,7,1,76.36,1190340.015
11-Jul-06,11,7,2,75.92,1104655.059
11-Jul-06,11,7,3,74.84,990922.9134
11-Jul-06,11,7,4,74.2,918041.3635
11-Jul-06,11,7,5,73.96,898643.3974
11-Jul-06,11,7,6,73.6,945875.1841
11-Jul-06,11,7,7,73.56,1018972.364
11-Jul-06,11,7,8,76,1126452.388
11-Jul-06,11,7,9,79.84,1274698.882
11-Jul-06,11,7,10,82.64,1471441.575
11-Jul-06,11,7,11,84.76,1694958.068
11-Jul-06,11,7,12,86,1865530.485
11-Jul-06,11,7,13,87.24,2031112.643
11-Jul-06,11,7,14,86.44,2031706.721
11-Jul-06,11,7,15,85.36,2004366.989
11-Jul-06,11,7,16,83.72,1915740.919
11-Jul-06,11,7,17,83.8,1976063.553
11-Jul-06,11,7,18,83.08,1968407.656
11-Jul-06,11,7,19,82.4,1968274.6
11-Jul-06,11,7,20,81.4,1946040.69
11-Jul-06,11,7,21,79.92,1863629.195
11-Jul-06,11,7,22,78.68,1739355.392
11-Jul-06,11,7,23,77.76,1542804.102
11-Jul-06,11,7,24,77.32,1377842.455
12-Jul-06,12,7,1,76.12,1177840.432
12-Jul-06,12,7,2,75.68,1090289.12
12-Jul-06,12,7,3,75.12,1006333.961
12-Jul-06,12,7,4,74.84,952620.3067
12-Jul-06,12,7,5,75.08,958361.1371
12-Jul-06,12,7,6,74.44,988633.2111
12-Jul-06,12,7,7,74.8,1075323.802
12-Jul-06,12,7,8,76.84,1162970.008
12-Jul-06,12,7,9,80.36,1309589.187
12-Jul-06,12,7,10,83.28,1524540.949
12-Jul-06,12,7,11,85.36,1743832.914
12-Jul-06,12,7,12,86.44,1896867.834
12-Jul-06,12,7,13,85.88,1922693.951
12-Jul-06,12,7,14,86.36,2028280.418
12-Jul-06,12,7,15,85.44,2014048.688
12-Jul-06,12,7,16,84.68,2004345.044
12-Jul-06,12,7,17,83.76,1975501.132
12-Jul-06,12,7,18,82.56,1923597.819
12-Jul-06,12,7,19,81.64,1904674.764
12-Jul-06,12,7,20,80.52,1880581.694
12-Jul-06,12,7,21,79.28,1812223.825
12-Jul-06,12,7,22,78.76,1744960.701
12-Jul-06,12,7,23,77.96,1556872.427
12-Jul-06,12,7,24,77.6,1394874.48
13-Jul-06,13,7,1,77.24,1252961.526
13-Jul-06,13,7,2,76.8,1158456.966
13-Jul-06,13,7,3,76.2,1069950.315
13-Jul-06,13,7,4,75.96,1016819.778
13-Jul-06,13,7,5,75.52,983221.4109
13-Jul-06,13,7,6,75.04,1020306.329
13-Jul-06,13,7,7,74.72,1070932.056
13-Jul-06,13,7,8,76.88,1161361.823
13-Jul-06,13,7,9,80.04,1296930.112
13-Jul-06,13,7,10,82.92,1490121.744
13-Jul-06,13,7,11,85.12,1714734.551
13-Jul-06,13,7,12,86.68,1911678.981
13-Jul-06,13,7,13,87,2011504.318
13-Jul-06,13,7,14,88.24,2166639.649
13-Jul-06,13,7,15,88.44,2238682.455
13-Jul-06,13,7,16,87.8,2248065.904
13-Jul-06,13,7,17,87.44,2268327.291
13-Jul-06,13,7,18,86.52,2249724.357
13-Jul-06,13,7,19,84.6,2155663.309
13-Jul-06,13,7,20,83.28,2109482.469
13-Jul-06,13,7,21,81.28,1978515.41
13-Jul-06,13,7,22,80,1847660.135
13-Jul-06,13,7,23,78.84,1629776.622
13-Jul-06,13,7,24,78.28,1444613.446
14-Jul-06,14,7,1,77.68,1284002.981
14-Jul-06,14,7,2,76.76,1157955.093
14-Jul-06,14,7,3,76.36,1079703.307
14-Jul-06,14,7,4,76.12,1025696.481
14-Jul-06,14,7,5,75.76,994829.3664
14-Jul-06,14,7,6,75.08,1018765.392
14-Jul-06,14,7,7,74.72,1065532.19
14-Jul-06,14,7,8,77.32,1185089.289
14-Jul-06,14,7,9,80.84,1353603.506
14-Jul-06,14,7,10,83.36,1526292.59
14-Jul-06,14,7,11,85.88,1778745.676
14-Jul-06,14,7,12,87.36,1965521.654
14-Jul-06,14,7,13,88.2,2102717.47
14-Jul-06,14,7,14,88.76,2204948.298
14-Jul-06,14,7,15,89.48,2305958.856
14-Jul-06,14,7,16,89.6,2353534.158
14-Jul-06,14,7,17,89.24,2371114.611
14-Jul-06,14,7,18,88.36,2361900.216
14-Jul-06,14,7,19,87.24,2334215.026
14-Jul-06,14,7,20,84.92,2235560.184
14-Jul-06,14,7,21,82.76,2098755.285
14-Jul-06,14,7,22,81.32,1955358.388
14-Jul-06,14,7,23,80.12,1737771.759
14-Jul-06,14,7,24,78.92,1493568.276
15-Jul-06,15,7,1,78.4,1330400.043
15-Jul-06,15,7,2,77.56,1213349.544
15-Jul-06,15,7,3,77.04,1118423.104
15-Jul-06,15,7,4,75.96,1011951.645
15-Jul-06,15,7,5,75.6,979572.9082
15-Jul-06,15,7,6,74.92,1003666.396
15-Jul-06,15,7,7,74,1028697.896
15-Jul-06,15,7,8,76.88,1166148.515
15-Jul-06,15,7,9,80.76,1356302.701
15-Jul-06,15,7,10,83.96,1576482.726
15-Jul-06,15,7,11,86.24,1805823.894
15-Jul-06,15,7,12,88.52,2058757.918
15-Jul-06,15,7,13,90.32,2240885.863
15-Jul-06,15,7,14,91.04,2334146.238
15-Jul-06,15,7,15,91.72,2403248.165
15-Jul-06,15,7,16,92.08,2434556.348
15-Jul-06,15,7,17,91.68,2445747.813
15-Jul-06,15,7,18,91.36,2453601.7
15-Jul-06,15,7,19,89.92,2439105.978
15-Jul-06,15,7,20,87,2361981.615
15-Jul-06,15,7,21,84,2194937.449
15-Jul-06,15,7,22,82.6,2056069.542
15-Jul-06,15,7,23,81.32,1839348.411
15-Jul-06,15,7,24,80.36,1600620.036
16-Jul-06,16,7,1,79.24,1378806.812
16-Jul-06,16,7,2,78,1238082.679
16-Jul-06,16,7,3,77.04,1112817.647
16-Jul-06,16,7,4,76.32,1026399.551
16-Jul-06,16,7,5,75.68,979853.9923
16-Jul-06,16,7,6,75.28,1021165.452
16-Jul-06,16,7,7,74.72,1061905.021
16-Jul-06,16,7,8,76.56,1153529.718
16-Jul-06,16,7,9,80.68,1358880.583
16-Jul-06,16,7,10,84.2,1594985.528
16-Jul-06,16,7,11,86.92,1863200.551
16-Jul-06,16,7,12,89.32,2120074.738
16-Jul-06,16,7,13,91.12,2287592.289
16-Jul-06,16,7,14,92,2378908.89
16-Jul-06,16,7,15,92.64,2435822.07
16-Jul-06,16,7,16,92.32,2452640.256
16-Jul-06,16,7,17,92,2460857.328
16-Jul-06,16,7,18,90.12,2443817.13
16-Jul-06,16,7,19,88.36,2407250.52
16-Jul-06,16,7,20,86.36,2349775.143
16-Jul-06,16,7,21,83.28,2160783.918
16-Jul-06,16,7,22,81.36,1981432.042
16-Jul-06,16,7,23,80.36,1776308.351
16-Jul-06,16,7,24,79.52,1550401.728
17-Jul-06,17,7,1,78.68,1338409.005
17-Jul-06,17,7,2,78.16,1246255.191
17-Jul-06,17,7,3,77.6,1152078.466
17-Jul-06,17,7,4,77,1068370.314
17-Jul-06,17,7,5,76.6,1035968.751
17-Jul-06,17,7,6,75.84,1054982.282
17-Jul-06,17,7,7,75.64,1111016.537
17-Jul-06,17,7,8,77.4,1202061.324
17-Jul-06,17,7,9,80.6,1360715.292
17-Jul-06,17,7,10,83.4,1528099.498
17-Jul-06,17,7,11,86.24,1795031.667
17-Jul-06,17,7,12,87.04,1927615.928
17-Jul-06,17,7,13,87.88,2079432.11
17-Jul-06,17,7,14,88.36,2184716.885
17-Jul-06,17,7,15,88.4,2248571.404
17-Jul-06,17,7,16,86.12,2125630.769
17-Jul-06,17,7,17,85.08,2093471.622
17-Jul-06,17,7,18,83.12,1982700.539
17-Jul-06,17,7,19,80.88,1869545.891
17-Jul-06,17,7,20,78.92,1763475.785
17-Jul-06,17,7,21,77.96,1722621.028
17-Jul-06,17,7,22,77.24,1644871.667
17-Jul-06,17,7,23,76.96,1505696.787
17-Jul-06,17,7,24,76.36,1330478.613
18-Jul-06,18,7,1,76,1167014.247
18-Jul-06,18,7,2,75.16,1055250.796
18-Jul-06,18,7,3,74.76,971900.8416
18-Jul-06,18,7,4,74.52,919075.466
18-Jul-06,18,7,5,74.04,888001.9616
18-Jul-06,18,7,6,73.84,944546.255
18-Jul-06,18,7,7,73.8,1022317.354
18-Jul-06,18,7,8,75.48,1107253.695
18-Jul-06,18,7,9,79.32,1287212.228
18-Jul-06,18,7,10,83.16,1511846.507
18-Jul-06,18,7,11,85.52,1724303.834
18-Jul-06,18,7,12,87.6,1975231.022
18-Jul-06,18,7,13,89.12,2174968.084
18-Jul-06,18,7,14,89.2,2244176.333
18-Jul-06,18,7,15,90.56,2379629.774
18-Jul-06,18,7,16,89.56,2374603.1
18-Jul-06,18,7,17,88.4,2351605.828
18-Jul-06,18,7,18,87.16,2321570.95
18-Jul-06,18,7,19,85.4,2268319.077
18-Jul-06,18,7,20,83.76,2199339.6
18-Jul-06,18,7,21,81.52,2037131.319
18-Jul-06,18,7,22,79.72,1863244.137
18-Jul-06,18,7,23,78.52,1641603.268
18-Jul-06,18,7,24,77.72,1439247.416
19-Jul-06,19,7,1,77.04,1230989.432
