Date,Day of week,Month,Hour,Temperature,Load,,,
12/24/2003,24,12,22,51.56,1331971,,,
12/24/2003,24,12,23,50.52,1294063,,,
12/24/2003,24,12,24,50.36,1220083,,,
12/25/2003,25,12,1,48.16,1137138,,,
12/25/2003,25,12,2,47,1103130,,,
12/25/2003,25,12,3,46.16,1108416,,,
12/25/2003,25,12,4,45.2,1139859,,,
12/25/2003,25,12,5,43.68,1206302,,,
12/25/2003,25,12,6,42.72,1322775,,,
12/25/2003,25,12,7,42.08,1492602,,,
12/25/2003,25,12,8,41.8,1718886,,,
12/25/2003,25,12,9,44.16,1843819,,,
12/25/2003,25,12,10,46.48,1801578,,,
12/25/2003,25,12,11,50.2,1679714,,,
12/25/2003,25,12,12,53.16,1538829,,,
12/25/2003,25,12,13,55.32,1395039,,,
12/25/2003,25,12,14,57,1270310,,,
12/25/2003,25,12,15,57.84,1175980,,,
12/25/2003,25,12,16,56.96,1132967,,,
12/25/2003,25,12,17,54.92,1147136,,,
12/25/2003,25,12,18,52,1267855,,,
12/25/2003,25,12,19,50.08,1467714,,,
12/25/2003,25,12,20,48.32,1543982,,,
12/25/2003,25,12,21,47.08,1589888,,,
12/25/2003,25,12,22,46.2,1585944,,,
12/25/2003,25,12,23,45.6,1524786,,,
12/25/2003,25,12,24,45.92,1429784,,,
12/26/2003,26,12,1,45.4,1365406,,,
12/26/2003,26,12,2,45.12,1349947,,,
12/26/2003,26,12,3,44.24,1369762,,,
12/26/2003,26,12,4,43.8,1417783,,,
12/26/2003,26,12,5,42.84,1493874,,,
12/26/2003,26,12,6,42.72,1618566,,,
12/26/2003,26,12,7,42.52,1778195,,,
12/26/2003,26,12,8,42.44,1922125,,,
12/26/2003,26,12,9,47.52,1967874,,,
12/26/2003,26,12,10,53.28,1810992,,,
12/26/2003,26,12,11,58.4,1604667,,,
12/26/2003,26,12,12,62,1413129,,,
12/26/2003,26,12,13,64.04,1257022,,,
12/26/2003,26,12,14,65.56,1150969,,,
12/26/2003,26,12,15,66.12,1084481,,,
12/26/2003,26,12,16,65.84,1059226,,,
12/26/2003,26,12,17,63.8,1085304,,,
12/26/2003,26,12,18,58.48,1225730,,,
12/26/2003,26,12,19,54.12,1453539,,,
12/26/2003,26,12,20,51.48,1501899,,,
12/26/2003,26,12,21,50.2,1521017,,,
12/26/2003,26,12,22,48.64,1514503,,,
12/26/2003,26,12,23,47.72,1464671,,,
12/26/2003,26,12,24,47.24,1395126,,,
12/27/2003,27,12,1,46.2,1348013,,,
12/27/2003,27,12,2,44.6,1351598,,,
12/27/2003,27,12,3,43.72,1381467,,,
12/27/2003,27,12,4,42.72,1427800,,,
12/27/2003,27,12,5,43.08,1496897,,,
12/27/2003,27,12,6,42.44,1598957,,,
12/27/2003,27,12,7,41.84,1731366,,,
12/27/2003,27,12,8,43.64,1872563,,,
12/27/2003,27,12,9,50.56,1906195,,,
12/27/2003,27,12,10,57.92,1745146,,,
12/27/2003,27,12,11,63,1530740,,,
12/27/2003,27,12,12,65.64,1341126,,,
12/27/2003,27,12,13,67.52,1204346,,,
12/27/2003,27,12,14,68.2,1113974,,,
12/27/2003,27,12,15,68.56,1057439,,,
12/27/2003,27,12,16,68.2,1037286,,,
12/27/2003,27,12,17,65.88,1058444,,,
12/27/2003,27,12,18,60,1167954,,,
12/27/2003,27,12,19,55.84,1369421,,,
12/27/2003,27,12,20,53.08,1401293,,,
12/27/2003,27,12,21,52.16,1406021,,,
12/27/2003,27,12,22,50.84,1386018,,,
12/27/2003,27,12,23,49.8,1335476,,,
12/27/2003,27,12,24,48.88,1267659,,,
12/28/2003,28,12,1,48.08,1220180,,,
12/28/2003,28,12,2,46.32,1219221,,,
12/28/2003,28,12,3,46.4,1247035,,,
12/28/2003,28,12,4,45.6,1287859,,,
12/28/2003,28,12,5,45.6,1344843,,,
12/28/2003,28,12,6,45.16,1430150,,,
12/28/2003,28,12,7,45.36,1547508,,,
12/28/2003,28,12,8,45.84,1707083,,,
12/28/2003,28,12,9,53.64,1774381,,,
12/28/2003,28,12,10,59.72,1621691,,,
12/28/2003,28,12,11,65.24,1411703,,,
12/28/2003,28,12,12,67.72,1252209,,,
12/28/2003,28,12,13,68.96,1174167,,,
12/28/2003,28,12,14,68.96,1117673,,,
12/28/2003,28,12,15,69.48,1075121,,,
12/28/2003,28,12,16,69.08,1059412,,,
12/28/2003,28,12,17,67.6,1100076,,,
12/28/2003,28,12,18,65.24,1206726,,,
12/28/2003,28,12,19,63.52,1359174,,,
12/28/2003,28,12,20,62.08,1344074,,,
12/28/2003,28,12,21,61.48,1296000,,,
12/28/2003,28,12,22,60.24,1211064,,,
12/28/2003,28,12,23,59.48,1094564,,,
12/28/2003,28,12,24,58.32,978104,,,
12/29/2003,29,12,1,57.6,895115,,,
12/29/2003,29,12,2,56.36,870349,,,
12/29/2003,29,12,3,55.68,877839,,,
12/29/2003,29,12,4,54.44,904421,,,
12/29/2003,29,12,5,54.16,967201,,,
12/29/2003,29,12,6,53.96,1103468,,,
12/29/2003,29,12,7,53.52,1279784,,,
12/29/2003,29,12,8,54.24,1372818,,,
12/29/2003,29,12,9,58.84,1375408,,,
12/29/2003,29,12,10,64.04,1299441,,,
12/29/2003,29,12,11,69.4,1200207,,,
12/29/2003,29,12,12,71.24,1129089,,,
12/29/2003,29,12,13,72.52,1088587,,,
12/29/2003,29,12,14,73.04,1055137,,,
12/29/2003,29,12,15,72.84,1030734,,,
12/29/2003,29,12,16,72.08,1027200,,,
12/29/2003,29,12,17,70.96,1049974,,,
12/29/2003,29,12,18,67.12,1176572,,,
12/29/2003,29,12,19,64.68,1367562,,,
12/29/2003,29,12,20,63.08,1357282,,,
12/29/2003,29,12,21,61.84,1292265,,,
12/29/2003,29,12,22,61.16,1202977,,,
12/29/2003,29,12,23,61.08,1080547,,,
12/29/2003,29,12,24,61.56,950479,,,
12/30/2003,30,12,1,60.56,849735,,,
12/30/2003,30,12,2,59.72,811901,,,
12/30/2003,30,12,3,59.36,806490,,,
12/30/2003,30,12,4,59.16,818329,,,
12/30/2003,30,12,5,58.56,854322,,,
12/30/2003,30,12,6,58.16,952900,,,
12/30/2003,30,12,7,58.12,1095057,,,
12/30/2003,30,12,8,58.64,1168124,,,
12/30/2003,30,12,9,62.88,1176343,,,
12/30/2003,30,12,10,65.68,1178028,,,
12/30/2003,30,12,11,67.84,1165670,,,
12/30/2003,30,12,12,69.6,1138170,,,
12/30/2003,30,12,13,71.04,1103685,,,
12/30/2003,30,12,14,71.32,1069193,,,
12/30/2003,30,12,15,71.44,1047046,,,
12/30/2003,30,12,16,70.72,1042950,,,
12/30/2003,30,12,17,69.08,1078035,,,
12/30/2003,30,12,18,66,1212709,,,
12/30/2003,30,12,19,63.28,1387191,,,
12/30/2003,30,12,20,62.28,1378192,,,
12/30/2003,30,12,21,61.16,1328918,,,
12/30/2003,30,12,22,60.16,1241458,,,
12/30/2003,30,12,23,59.2,1118855,,,
12/30/2003,30,12,24,59.16,977458,,,
12/31/2003,31,12,1,58.2,873170,,,
12/31/2003,31,12,2,58.08,821565,,,
12/31/2003,31,12,3,57.72,802832,,,
12/31/2003,31,12,4,57.08,803935,,,
12/31/2003,31,12,5,56.2,837719,,,
12/31/2003,31,12,6,55.48,930666,,,
12/31/2003,31,12,7,54.68,1069966,,,
12/31/2003,31,12,8,54.92,1155441,,,
12/31/2003,31,12,9,58.56,1196563,,,
12/31/2003,31,12,10,62.68,1201765,,,
12/31/2003,31,12,11,67.04,1177726,,,
12/31/2003,31,12,12,69.32,1155248,,,
12/31/2003,31,12,13,70.88,1136930,,,
12/31/2003,31,12,14,71.92,1119957,,,
12/31/2003,31,12,15,72.76,1110864,,,
12/31/2003,31,12,16,71.36,1112149,,,
12/31/2003,31,12,17,69.56,1134095,,,
12/31/2003,31,12,18,65.72,1230450,,,
12/31/2003,31,12,19,62.04,1377629,,,
12/31/2003,31,12,20,60.28,1322067,,,
12/31/2003,31,12,21,58.68,1230305,,,
12/31/2003,31,12,22,57.68,1157282,,,
12/31/2003,31,12,23,56.84,1083891,,,
12/31/2003,31,12,24,55.64,1020763,,,
1/1/2004,1,1,1,54.72,961488,,,
1/1/2004,1,1,2,53.72,921569,,,
1/1/2004,1,1,3,52.84,884362,,,
1/1/2004,1,1,4,52.76,872717,,,
1/1/2004,1,1,5,52.44,888036,,,
1/1/2004,1,1,6,52.16,931028,,,
1/1/2004,1,1,7,51.56,994888,,,
1/1/2004,1,1,8,52.04,1076202,,,
1/1/2004,1,1,9,55.64,1172317,,,
1/1/2004,1,1,10,60.4,1210852,,,
1/1/2004,1,1,11,66.56,1208047,,,
1/1/2004,1,1,12,69.64,1184212,,,
1/1/2004,1,1,13,71.4,1157937,,,
1/1/2004,1,1,14,72.08,1137257,,,
1/1/2004,1,1,15,72.56,1115765,,,
1/1/2004,1,1,16,72.32,1105025,,,
1/1/2004,1,1,17,70.68,1106242,,,
1/1/2004,1,1,18,65.84,1156181,,,
1/1/2004,1,1,19,61.92,1295725,,,
1/1/2004,1,1,20,59.68,1270336,,,
1/1/2004,1,1,21,58.4,1214144,,,
1/1/2004,1,1,22,56.84,1131033,,,
1/1/2004,1,1,23,55.96,1037734,,,
1/1/2004,1,1,24,55.6,929307,,,
1/2/2004,2,1,1,54.68,850706,,,
1/2/2004,2,1,2,54.12,809352,,,
1/2/2004,2,1,3,53.64,799820,,,
1/2/2004,2,1,4,52.72,821654,,,
1/2/2004,2,1,5,51.88,863767,,,
1/2/2004,2,1,6,51.8,959661,,,
1/2/2004,2,1,7,51.6,1097463,,,
1/2/2004,2,1,8,52.64,1199831,,,
1/2/2004,2,1,9,58.04,1241186,,,
1/2/2004,2,1,10,63.52,1217961,,,
1/2/2004,2,1,11,69.44,1161321,,,
1/2/2004,2,1,12,72.56,1117480,,,
1/2/2004,2,1,13,74.28,1094197,,,
1/2/2004,2,1,14,75.12,1081546,,,
1/2/2004,2,1,15,74.8,1075853,,,
1/2/2004,2,1,16,74.08,1069124,,,
1/2/2004,2,1,17,72.36,1076093,,,
1/2/2004,2,1,18,69,1152378,,,
1/2/2004,2,1,19,66,1285573,,,
1/2/2004,2,1,20,64.32,1249525,,,
1/2/2004,2,1,21,63.6,1178127,,,
1/2/2004,2,1,22,62.08,1101404,,,
1/2/2004,2,1,23,61.4,1007552,,,
1/2/2004,2,1,24,60.48,894581,,,
1/3/2004,3,1,1,58.56,799736,,,
1/3/2004,3,1,2,57.96,743547,,,
1/3/2004,3,1,3,57.6,716522,,,
1/3/2004,3,1,4,56.56,712603,,,
1/3/2004,3,1,5,56.44,729347,,,
1/3/2004,3,1,6,56,773055,,,
1/3/2004,3,1,7,55.2,852162,,,
1/3/2004,3,1,8,54.88,952831,,,
1/3/2004,3,1,9,60.28,1058943,,,
1/3/2004,3,1,10,66.32,1105904,,,
1/3/2004,3,1,11,71.52,1116913,,,
1/3/2004,3,1,12,73.88,1122556,,,
1/3/2004,3,1,13,75.32,1130960,,,
1/3/2004,3,1,14,76.32,1134935,,,
1/3/2004,3,1,15,76.16,1133973,,,
1/3/2004,3,1,16,75.48,1130732,,,
1/3/2004,3,1,17,73.68,1137759,,,
1/3/2004,3,1,18,69.92,1183754,,,
1/3/2004,3,1,19,67.12,1298877,,,
1/3/2004,3,1,20,64.8,1251259,,,
1/3/2004,3,1,21,64.4,1176889,,,
1/3/2004,3,1,22,63.6,1090008,,,
1/3/2004,3,1,23,63.28,992842,,,
1/3/2004,3,1,24,62.76,885362,,,
1/4/2004,4,1,1,62.32,781297,,,
1/4/2004,4,1,2,61.76,721137,,,
1/4/2004,4,1,3,61.32,689694,,,
1/4/2004,4,1,4,60.88,680181,,,
1/4/2004,4,1,5,60.64,684555,,,
1/4/2004,4,1,6,60.24,715754,,,
1/4/2004,4,1,7,59.48,778384,,,
1/4/2004,4,1,8,60.04,868282,,,
1/4/2004,4,1,9,64.24,996282,,,
1/4/2004,4,1,10,68.92,1070484,,,
1/4/2004,4,1,11,73.2,1096864,,,
1/4/2004,4,1,12,75.68,1124763,,,
1/4/2004,4,1,13,76.64,1168885,,,
1/4/2004,4,1,14,77.48,1194832,,,
1/4/2004,4,1,15,77.52,1198569,,,
1/4/2004,4,1,16,76.36,1196496,,,
1/4/2004,4,1,17,74.64,1207929,,,
1/4/2004,4,1,18,71.92,1266922,,,
1/4/2004,4,1,19,69.28,1397687,,,
1/4/2004,4,1,20,67.76,1353648,,,
1/4/2004,4,1,21,67,1260266,,,
1/4/2004,4,1,22,65.8,1140356,,,
1/4/2004,4,1,23,65.04,1007454,,,
1/4/2004,4,1,24,65.4,864756,,,
1/5/2004,5,1,1,64.72,758358,,,
1/5/2004,5,1,2,64.12,695126,,,
1/5/2004,5,1,3,63.52,664740,,,
1/5/2004,5,1,4,62.84,657137,,,
1/5/2004,5,1,5,62.52,681680,,,
1/5/2004,5,1,6,62.36,776585,,,
1/5/2004,5,1,7,61.6,939343,,,
1/5/2004,5,1,8,61.88,995203,,,
1/5/2004,5,1,9,65.28,998962,,,
1/5/2004,5,1,10,69.2,1031452,,,
1/5/2004,5,1,11,73.76,1071739,,,
1/5/2004,5,1,12,76.2,1108490,,,
1/5/2004,5,1,13,77.32,1142551,,,
1/5/2004,5,1,14,78.16,1170035,,,
1/5/2004,5,1,15,78,1181180,,,
1/5/2004,5,1,16,77.44,1194059,,,
1/5/2004,5,1,17,75.96,1206722,,,
1/5/2004,5,1,18,72.4,1259267,,,
1/5/2004,5,1,19,68.96,1413031,,,
1/5/2004,5,1,20,67.44,1395824,,,
1/5/2004,5,1,21,66.08,1293204,,,
1/5/2004,5,1,22,64.6,1163896,,,
1/5/2004,5,1,23,63.4,1007362,,,
1/5/2004,5,1,24,63.04,866159,,,
1/6/2004,6,1,1,61.56,752917,,,
1/6/2004,6,1,2,60.36,698862,,,
1/6/2004,6,1,3,59.44,680279,,,
1/6/2004,6,1,4,59.68,680332,,,
1/6/2004,6,1,5,59.28,708266,,,
1/6/2004,6,1,6,58.08,826753,,,
1/6/2004,6,1,7,57.28,1030182,,,
1/6/2004,6,1,8,56.96,1094365,,,
1/6/2004,6,1,9,59.56,1069064,,,
1/6/2004,6,1,10,61.48,1069745,,,
1/6/2004,6,1,11,64,1084646,,,
1/6/2004,6,1,12,63.88,1101947,,,
1/6/2004,6,1,13,63.88,1110394,,,
1/6/2004,6,1,14,63.84,1102215,,,
1/6/2004,6,1,15,63.68,1090341,,,
1/6/2004,6,1,16,62.76,1100478,,,
1/6/2004,6,1,17,61.12,1169787,,,
1/6/2004,6,1,18,59.72,1338750,,,
1/6/2004,6,1,19,57.12,1538936,,,
1/6/2004,6,1,20,55.92,1566356,,,
1/6/2004,6,1,21,54.88,1537578,,,
1/6/2004,6,1,22,53.56,1458436,,,
1/6/2004,6,1,23,51.68,1340594,,,
1/6/2004,6,1,24,50.92,1224937,,,
1/7/2004,7,1,1,49.2,1167339,,,
1/7/2004,7,1,2,47.92,1176290,,,
1/7/2004,7,1,3,46.44,1214776,,,
1/7/2004,7,1,4,45,1282519,,,
1/7/2004,7,1,5,43.36,1400630,,,
1/7/2004,7,1,6,42.08,1643443,,,
1/7/2004,7,1,7,40.48,1992973,,,
1/7/2004,7,1,8,40.24,2111211,,,
1/7/2004,7,1,9,42.16,2035734,,,
1/7/2004,7,1,10,45.52,1903473,,,
1/7/2004,7,1,11,48.48,1760178,,,
1/7/2004,7,1,12,51,1611598,,,
1/7/2004,7,1,13,53,1481703,,,
1/7/2004,7,1,14,54.16,1361622,,,
1/7/2004,7,1,15,55.08,1278184,,,
1/7/2004,7,1,16,54.84,1266426,,,
1/7/2004,7,1,17,53.32,1358302,,,
1/7/2004,7,1,18,50.28,1608255,,,
1/7/2004,7,1,19,46.76,1930669,,,
1/7/2004,7,1,20,44.32,2034109,,,
1/7/2004,7,1,21,42.68,2070074,,,
1/7/2004,7,1,22,41.8,2036637,,,
1/7/2004,7,1,23,41.68,1938296,,,
1/7/2004,7,1,24,41.44,1823821,,,
1/8/2004,8,1,1,40.08,1773098,,,
1/8/2004,8,1,2,40.28,1780717,,,
1/8/2004,8,1,3,39.8,1806872,,,
1/8/2004,8,1,4,39.6,1849870,,,
1/8/2004,8,1,5,39.28,1931992,,,
1/8/2004,8,1,6,39.68,2108412,,,
1/8/2004,8,1,7,39.52,2354058,,,
1/8/2004,8,1,8,41.32,2347980,,,
1/8/2004,8,1,9,46.24,2142815,,,
1/8/2004,8,1,10,52,1862867,,,
1/8/2004,8,1,11,57.6,1599845,,,
1/8/2004,8,1,12,61.24,1382418,,,
1/8/2004,8,1,13,63.72,1230131,,,
1/8/2004,8,1,14,65,1125778,,,
1/8/2004,8,1,15,65.24,1070992,,,
1/8/2004,8,1,16,64.84,1062324,,,
1/8/2004,8,1,17,63.48,1113233,,,
1/8/2004,8,1,18,60.04,1256742,,,
1/8/2004,8,1,19,56.8,1479758,,,
1/8/2004,8,1,20,55.08,1521883,,,
1/8/2004,8,1,21,53.8,1500398,,,
1/8/2004,8,1,22,53.16,1422623,,,
1/8/2004,8,1,23,52.36,1304430,,,
1/8/2004,8,1,24,51.64,1177126,,,
1/9/2004,9,1,1,51.48,1101265,,,
1/9/2004,9,1,2,50.8,1081044,,,
1/9/2004,9,1,3,50.52,1085113,,,
1/9/2004,9,1,4,49.92,1110846,,,
1/9/2004,9,1,5,49.52,1171692,,,
1/9/2004,9,1,6,49.88,1333763,,,
1/9/2004,9,1,7,49.84,1561323,,,
1/9/2004,9,1,8,50.68,1592217,,,
1/9/2004,9,1,9,53.56,1493286,,,
1/9/2004,9,1,10,57.44,1376802,,,
1/9/2004,9,1,11,62.08,1261942,,,
1/9/2004,9,1,12,64.96,1162441,,,
1/9/2004,9,1,13,67,1101336,,,
1/9/2004,9,1,14,67.72,1063695,,,
1/9/2004,9,1,15,67.2,1045228,,,
1/9/2004,9,1,16,65.96,1066363,,,
1/9/2004,9,1,17,63.92,1130885,,,
1/9/2004,9,1,18,61.76,1253816,,,
1/9/2004,9,1,19,60.2,1358087,,,
1/9/2004,9,1,20,58.68,1334150,,,
1/9/2004,9,1,21,57.6,1287377,,,
1/9/2004,9,1,22,56.8,1230023,,,
1/9/2004,9,1,23,56.32,1150853,,,
1/9/2004,9,1,24,55.48,1058836,,,
1/10/2004,10,1,1,53.4,989677,,,
1/10/2004,10,1,2,52.48,970328,,,
1/10/2004,10,1,3,51.04,982969,,,
1/10/2004,10,1,4,49.48,1025753,,,
1/10/2004,10,1,5,48.52,1090381,,,
1/10/2004,10,1,6,47.68,1197021,,,
1/10/2004,10,1,7,46.68,1348535,,,
1/10/2004,10,1,8,45.92,1542494,,,
1/10/2004,10,1,9,45.96,1730427,,,
1/10/2004,10,1,10,45.8,1856516,,,
1/10/2004,10,1,11,47.68,1913674,,,
1/10/2004,10,1,12,47.92,1918710,,,
1/10/2004,10,1,13,48.2,1906803,,,
1/10/2004,10,1,14,48.4,1886598,,,
1/10/2004,10,1,15,48.16,1886245,,,
1/10/2004,10,1,16,47.76,1917617,,,
1/10/2004,10,1,17,47.16,1989265,,,
1/10/2004,10,1,18,46.56,2098763,,,
1/10/2004,10,1,19,44.6,2215746,,,
1/10/2004,10,1,20,43.28,2203995,,,
1/10/2004,10,1,21,41.8,2181856,,,
1/10/2004,10,1,22,40.72,2148928,,,
1/10/2004,10,1,23,40.64,2082517,,,
1/10/2004,10,1,24,40.36,2014835,,,
1/11/2004,11,1,1,37.88,1972331,,,
1/11/2004,11,1,2,37.32,1981855,,,
1/11/2004,11,1,3,37.2,2010016,,,
1/11/2004,11,1,4,36.8,2056772,,,
1/11/2004,11,1,5,36.8,2118120,,,
1/11/2004,11,1,6,36.76,2197557,,,
1/11/2004,11,1,7,36.04,2322633,,,
1/11/2004,11,1,8,36.24,2414256,,,
1/11/2004,11,1,9,40.44,2483033,,,
1/11/2004,11,1,10,46.04,2381879,,,
1/11/2004,11,1,11,50.28,2118458,,,
1/11/2004,11,1,12,52.88,1835347,,,
1/11/2004,11,1,13,54.92,1632487,,,
1/11/2004,11,1,14,56.6,1471187,,,
1/11/2004,11,1,15,57.48,1352765,,,
1/11/2004,11,1,16,56.68,1296912,,,
1/11/2004,11,1,17,55.68,1335005,,,
1/11/2004,11,1,18,52.24,1484463,,,
1/11/2004,11,1,19,48.12,1757770,,,
1/11/2004,11,1,20,45.96,1854005,,,
1/11/2004,11,1,21,44.68,1908845,,,
1/11/2004,11,1,22,43.08,1880249,,,
1/11/2004,11,1,23,42.08,1786788,,,
1/11/2004,11,1,24,41.08,1694620,,,
1/12/2004,12,1,1,39.56,1669374,,,
1/12/2004,12,1,2,38.88,1706392,,,
1/12/2004,12,1,3,38.52,1762586,,,
1/12/2004,12,1,4,38.12,1835464,,,
1/12/2004,12,1,5,37.92,1942916,,,
1/12/2004,12,1,6,37.52,2161355,,,
1/12/2004,12,1,7,37.16,2451199,,,
1/12/2004,12,1,8,37.56,2405078,,,
1/12/2004,12,1,9,43.6,2312502,,,
1/12/2004,12,1,10,50.56,1992804,,,
1/12/2004,12,1,11,57.12,1675090,,,
1/12/2004,12,1,12,61.04,1426013,,,
1/12/2004,12,1,13,63.4,1258235,,,
1/12/2004,12,1,14,64.8,1151832,,,
1/12/2004,12,1,15,65.2,1093758,,,
1/12/2004,12,1,16,64.64,1080479,,,
1/12/2004,12,1,17,62.8,1141231,,,
1/12/2004,12,1,18,59.08,1317368,,,
1/12/2004,12,1,19,52.8,1594047,,,
1/12/2004,12,1,20,49.92,1683472,,,
1/12/2004,12,1,21,48.08,1703236,,,
1/12/2004,12,1,22,47,1678842,,,
1/12/2004,12,1,23,46.04,1593495,,,
1/12/2004,12,1,24,44.72,1496535,,,
1/13/2004,13,1,1,43.44,1462418,,,
1/13/2004,13,1,2,41.84,1502490,,,
1/13/2004,13,1,3,41,1570673,,,
1/13/2004,13,1,4,40.28,1657142,,,
1/13/2004,13,1,5,40.04,1780466,,,
1/13/2004,13,1,6,39.88,2017372,,,
1/13/2004,13,1,7,39.48,2336945,,,
1/13/2004,13,1,8,40.28,2399069,,,
1/13/2004,13,1,9,46.04,2200382,,,
1/13/2004,13,1,10,51.84,1872740,,,
1/13/2004,13,1,11,57.88,1573594,,,
1/13/2004,13,1,12,61.28,1371399,,,
1/13/2004,13,1,13,63.4,1241274,,,
1/13/2004,13,1,14,64.68,1146759,,,
1/13/2004,13,1,15,65.2,1079478,,,
1/13/2004,13,1,16,65.08,1067757,,,
1/13/2004,13,1,17,63.56,1119215,,,
1/13/2004,13,1,18,59.12,1293836,,,
1/13/2004,13,1,19,55,1562605,,,
1/13/2004,13,1,20,52.16,1644301,,,
1/13/2004,13,1,21,49.84,1653604,,,
1/13/2004,13,1,22,48.28,1613207,,,
1/13/2004,13,1,23,47.2,1516667,,,
1/13/2004,13,1,24,46,1421114,,,
1/14/2004,14,1,1,44.56,1390070,,,
1/14/2004,14,1,2,43.92,1419852,,,
1/14/2004,14,1,3,43.56,1467126,,,
1/14/2004,14,1,4,42.88,1525174,,,
1/14/2004,14,1,5,42.92,1612206,,,
1/14/2004,14,1,6,42.44,1803880,,,
1/14/2004,14,1,7,42,2057761,,,
1/14/2004,14,1,8,42.32,2090853,,,
1/14/2004,14,1,9,47.52,1929202,,,
1/14/2004,14,1,10,53.04,1669351,,,
1/14/2004,14,1,11,58.68,1431235,,,
1/14/2004,14,1,12,62.6,1254852,,,
1/14/2004,14,1,13,64.64,1134344,,,
1/14/2004,14,1,14,66.36,1060073,,,
1/14/2004,14,1,15,66.6,1021460,,,
1/14/2004,14,1,16,66.12,1032583,,,
1/14/2004,14,1,17,64.2,1088071,,,
1/14/2004,14,1,18,59.88,1232262,,,
1/14/2004,14,1,19,55.36,1473805,,,
1/14/2004,14,1,20,53.44,1536219,,,
1/14/2004,14,1,21,52.84,1542317,,,
1/14/2004,14,1,22,51.8,1499970,,,
1/14/2004,14,1,23,51,1399560,,,
1/14/2004,14,1,24,50.72,1275118,,,
1/15/2004,15,1,1,50,1205636,,,
1/15/2004,15,1,2,50.48,1192349,,,
1/15/2004,15,1,3,49.96,1204359,,,
1/15/2004,15,1,4,50.12,1237517,,,
1/15/2004,15,1,5,50.08,1302488,,,
1/15/2004,15,1,6,49.92,1472379,,,
1/15/2004,15,1,7,49.8,1718007,,,
1/15/2004,15,1,8,50.36,1748383,,,
1/15/2004,15,1,9,54.72,1589114,,,
1/15/2004,15,1,10,59.04,1377592,,,
1/15/2004,15,1,11,63.64,1217667,,,
1/15/2004,15,1,12,65.92,1126470,,,
1/15/2004,15,1,13,67.64,1067404,,,
1/15/2004,15,1,14,68.92,1023859,,,
1/15/2004,15,1,15,68.84,1002651,,,
1/15/2004,15,1,16,67.96,1006088,,,
1/15/2004,15,1,17,66.36,1048675,,,
1/15/2004,15,1,18,63,1181248,,,
1/15/2004,15,1,19,59,1398147,,,
1/15/2004,15,1,20,56.44,1455884,,,
1/15/2004,15,1,21,55.32,1444346,,,
1/15/2004,15,1,22,53.16,1383335,,,
1/15/2004,15,1,23,52.52,1289420,,,
1/15/2004,15,1,24,51.64,1183798,,,
1/16/2004,16,1,1,49.56,1120983,,,
1/16/2004,16,1,2,48.04,1111442,,,
1/16/2004,16,1,3,47.2,1140959,,,
1/16/2004,16,1,4,46.16,1198532,,,
1/16/2004,16,1,5,44.68,1305748,,,
1/16/2004,16,1,6,43.08,1534809,,,
1/16/2004,16,1,7,41.6,1866507,,,
1/16/2004,16,1,8,41.4,1987649,,,
1/16/2004,16,1,9,47,1872727,,,
1/16/2004,16,1,10,51.12,1644751,,,
1/16/2004,16,1,11,57.28,1442471,,,
1/16/2004,16,1,12,61.24,1274467,,,
1/16/2004,16,1,13,63.68,1158608,,,
1/16/2004,16,1,14,64.64,1082877,,,
1/16/2004,16,1,15,65.96,1034139,,,
1/16/2004,16,1,16,65.52,1023311,,,
1/16/2004,16,1,17,64,1060631,,,
1/16/2004,16,1,18,60.2,1179502,,,
1/16/2004,16,1,19,55.04,1400240,,,
1/16/2004,16,1,20,52.84,1457126,,,
1/16/2004,16,1,21,52.08,1469110,,,
1/16/2004,16,1,22,51.28,1460059,,,
1/16/2004,16,1,23,50.12,1422022,,,
1/16/2004,16,1,24,49.68,1345434,,,
1/17/2004,17,1,1,48.52,1291273,,,
1/17/2004,17,1,2,47.84,1276450,,,
1/17/2004,17,1,3,47.92,1281892,,,
1/17/2004,17,1,4,47.72,1307184,,,
1/17/2004,17,1,5,47.24,1347439,,,
1/17/2004,17,1,6,47.04,1431123,,,
1/17/2004,17,1,7,46.76,1551916,,,
1/17/2004,17,1,8,48.16,1695060,,,
1/17/2004,17,1,9,53.4,1745928,,,
1/17/2004,17,1,10,58.56,1656772,,,
1/17/2004,17,1,11,63.48,1499578,,,
1/17/2004,17,1,12,66.68,1337366,,,
1/17/2004,17,1,13,68.2,1221841,,,
1/17/2004,17,1,14,69.4,1131865,,,
1/17/2004,17,1,15,70.2,1076961,,,
1/17/2004,17,1,16,70.44,1059382,,,
1/17/2004,17,1,17,69.4,1069181,,,
1/17/2004,17,1,18,66.4,1124052,,,
1/17/2004,17,1,19,63.4,1261501,,,
1/17/2004,17,1,20,62.28,1262629,,,
1/17/2004,17,1,21,61.32,1214543,,,
1/17/2004,17,1,22,61.44,1158316,,,
1/17/2004,17,1,23,62.12,1084637,,,
1/17/2004,17,1,24,62.2,998794,,,
1/18/2004,18,1,1,61.12,910269,,,
1/18/2004,18,1,2,61.6,865662,,,
1/18/2004,18,1,3,61.4,836349,,,
1/18/2004,18,1,4,61.96,821038,,,
1/18/2004,18,1,5,62.2,816375,,,
1/18/2004,18,1,6,62.16,843923,,,
1/18/2004,18,1,7,61.84,905079,,,
1/18/2004,18,1,8,61.4,1011634,,,
1/18/2004,18,1,9,61.96,1174110,,,
